section,heading,xpath,auth_file,auth_xpath_1,auth_xpath_2,comment
additions date,origDate when,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[@type=""addition"" or @type=""additions""]/@when, "" "")",,,,"The date of origin of additions to the manuscript or manuscript part, formatted as a date, as encoded within the @when attribute to an origDate element which has @type ""addition"" or ""additions""."
additions date,origDate notAfter,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[@type=""addition"" or @type=""additions""]/@notAfter, "" "")",,,,"The date before which additions to the manuscript or manuscript part were completed, formatted as a date, as encoded within the @notAfter attribute to an origDate element which has @type ""addition"" or ""additions""."
additions date,origDate notBefore,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[@type=""addition"" or @type=""additions""]/@notBefore, "" "")",,,,"The date after which additions to the manuscript or manuscript part were completed, formatted as a date, as encoded within the @notBefore attribute to an origDate element which has @type ""addition"" or ""additions""."
additions date,certainty,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[@type=""addition"" or @type=""additions""]/@cert, "" "")",,,,"The certainty of the dating in the preceding columns, as encoded within the @cert attribute to an origDate element which has @type ""addition"" or ""additions"". Possible values are high, medium, and low."
additions date,calendar,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[@type=""addition"" or @type=""additions""]/@calendar, "" "")",,,,"The calendar used for the dating in the preceding columns, as encoded within the @calendar attribute to an origDate element which has @type ""addition"" or ""additions"". The most common value is Gregorian."
additions place,origPlace,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/string-join(tei:origPlace[@type=""addition"" or @type=""additions""]//text(), """"), "" "")",,,,"Details of the place of origin of additions to the manuscript or manuscript part, as encoded within an origPlace element  which has @type ""addition"" or ""additions""."
additions place,country,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:country/string-join(.//text(), """"), ""; ""))",,,,"Details of the country of origin of additions to the manuscript or manuscript part, as encoded within a country element within an origPlace element which has @type ""addition"" or ""additions""."
additions place,country ID,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:country/@key, "" "")",,,,"The identifier given to the country of origin given for additions to the manuscript or manuscript part, as found in the @key attribute to the country element within an origPlace element which has @type ""addition"" or ""additions"", which corresponds to that found in the authority file."
additions place,region,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:region/string-join(.//text(), """"), ""; ""))",,,,"Details of the region of origin of additions to the manuscript or manuscript part, as encoded within a region element within an origPlace element which has @type ""addition"" or ""additions""."
additions place,region ID,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:region/@key, "" "")",,,,"The identifier given to the region of origin given for additions to the manuscript or manuscript part, as found in the @key attribute to the region element within an origPlace element which has @type ""addition"" or ""additions"", which corresponds to that found in the authority file."
additions place,settlement,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:settlement/string-join(.//text(), """"), ""; ""))",,,,"Details of the settlement of origin of additions to the manuscript or manuscript part, as encoded within a settlement element within an origPlace element which has @type ""addition"" or ""additions""."
additions place,settlement ID,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:settlement/@key, "" "")",,,,"The identifier given to the settlement of origin given for additions to the manuscript or manuscript part, as found in the @key attribute to the settlement element within an origPlace element which has @type ""addition"" or ""additions"", which corresponds to that found in the authority file."
additions place,org,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:orgName/string-join(.//text(), """"), ""; ""))",,,,"Details of the origin organisation of additions to the manuscript or manuscript part, as encoded within an orgName element within an origPlace element which has @type ""addition"" or ""additions""."
additions place,org ID,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:orgName/@key, "" "")",,,,"The identifier given to the origin organisation given for additions to the manuscript or manuscript part, as found in the @key attribute to the orgName element within an origPlace element which has @type ""addition"" or ""additions"", which corresponds to that found in the authority file."
accompanying material,accMat,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//text(), "" ""))",,,,"Accompanying details included within the catalogue entry for the manuscript or manuscript part, as encoded within the accMat element within the physical description."
accompanying material,locus,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:locus, ""; ""))",,,,"Details of any locus or loci included within a locus element within the accMat element. When multiple loci are given, they are separated using a semi-colon."
accompanying material,person(s) referenced,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:persName//text(), ""; ""))",,,,"The names of any person(s) referenced within the accompanying material, as encoded within a persName element within the accMat element. When multiple persons are given, they are separated using a semi-colon."
accompanying material,person ID(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:persName/@key, "" ""))",,,,"The identifier(s) given to the person(s) associated with the manuscript or manuscript part, as found in the @key attribute to a persName element within the accMat element, which correspond to those found in the authority file. When multiple persons are given for the accompanying material to a manuscript or manuscript part, they are separated by a space."
accompanying material,place(s) referenced,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:placeName//text(), ""; ""))",,,,"The names of any place(s) referenced within the accompanying material, as encoded within a placeName element within the accMat element. When multiple places are given, they are separated using a semi-colon."
accompanying material,place ID(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:placeName/@key, "" ""))",,,,"The identifier(s) given to the place(s) associated with the manuscript or manuscript part, as found in the @key attribute to a placeName element within the accMat element, which correspond to those found in the authority file. When multiple places are given for the accompanying material to a manuscript or manuscript part, they are separated by a space."
accompanying material,org(s) referenced,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:orgName//text(), ""; ""))",,,,"The names of any organisation(s) referenced within the accompanying material, as encoded within a orgName element within the accMat element. When multiple organisations are given, they are separated using a semi-colon."
accompanying material,org ID(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:orgName/@key, "" ""))",,,,"The identifier(s) given to the organisation(s) associated with the manuscript or manuscript part, as found in the @key attribute to a orgName element within the accMat element, which correspond to those found in the authority file. When multiple organisations are given for the accompanying material to a manuscript or manuscript part, they are separated by a space."
accompanying material,title(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:title, ""; ""))",,,,"Details of any title(s) given for bibliographic material within the accompanying material, as encoded within a title element. When multiple titles are given, they are separated using a semi-colon."
accompanying material,ref(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:ref, ""; ""))",,,,"Details of any reference(s) given for bibliographic material within the accompanying material, as encoded within a ref element. When multiple references are given, they are separated using a semi-colon."
accompanying material,ref URI(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:ref/@target, "" ""))",,,,"Details of any URI(s) given for bibliographic material within the accompanying material, as encoded within a ref element. When multiple references are given, they are separated using a space."
provenance,provenance text,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance/string-join(.//text(), """"), ""; "")) ",,,,"Details of the provenance of the manuscript or manuscript part, as encoded within a provenance element within the history element."
provenance,author name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//tei:persName[contains(@role,""aut"") or contains(@role, ""auth"")]/string-join(.//text(), """"), ""; ""))",,,,Details of any person(s) named within the provenance information within a persName element and identified as an author through an appropriate @role attribute.
provenance,author ID(s),"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:provenance//tei:persName[contains(@role,""aut"") or contains(@role, ""auth"")]/@key, "" "")",,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as an author through an appropriate @role attribute."
provenance,scribe name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//tei:persName[contains(@role,""scr"")]/string-join(.//text(), """"), ""; ""))",,,,Details of any person(s) named within the provenance information within a persName element and identified as a scribe through an appropriate @role attribute.
provenance,scribe ID(s),"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:provenance//tei:persName[contains(@role,""scr"")]/@key, "" "")",,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as a scribe through an appropriate @role attribute."
provenance,signer name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//tei:persName[contains(@role,""sgn"")]/string-join(.//text(), """"), ""; ""))",,,,Details of any person(s) named within the provenance information within a persName element and identified as a signer through an appropriate @role attribute.
provenance,signer ID(s),"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:provenance//tei:persName[contains(@role,""sgn"")]/@key, "" "")",,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as a signer through an appropriate @role attribute."
provenance,annotator name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//tei:persName[contains(@role,""ann"")]/string-join(.//text(), """"), ""; ""))",,,,Details of any person(s) named within the provenance information within a persName element and identified as an annotator through an appropriate @role attribute.
provenance,annotator ID(s),"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:provenance//tei:persName[contains(@role,""ann"")]/@key, "" "")",,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as an annotator through an appropriate @role attribute."
provenance,artist name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//tei:persName[contains(@role,""art"")]/string-join(.//text(), """"), ""; ""))",,,,Details of any person(s) named within the provenance information within a persName element and identified as an artist through an appropriate @role attribute.
provenance,artist ID(s),"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:provenance//tei:persName[contains(@role,""art"")]/@key, "" "")",,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as an artist through an appropriate @role attribute."
provenance,patron name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//tei:persName[contains(@role,""pat"")]/string-join(.//text(), """"), ""; ""))",,,,Details of any person(s) named within the provenance information within a persName element and identified as a patron through an appropriate @role attribute.
provenance,patron ID(s),"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:provenance//tei:persName[contains(@role,""pat"")]/@key, "" "")",,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as a patron through an appropriate @role attribute."
provenance,binder name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//tei:persName[contains(@role,""bnd"")]/string-join(.//text(), """"), ""; ""))",,,,Details of any person(s) named within the provenance information within a persName element and identified as a binder through an appropriate @role attribute.
provenance,binder ID(s),"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:provenance//tei:persName[contains(@role,""bnd"")]/@key, "" "")",,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as a binder through an appropriate @role attribute."
provenance,former owner name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//tei:persName[contains(@role,""fmo"")]/string-join(.//text(), """"), ""; ""))",,,,Details of any person(s) named within the provenance information within a persName element and identified as a former owner through an appropriate @role attribute.
provenance,former owner ID(s),"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:provenance//tei:persName[contains(@role,""fmo"")]/@key, "" "")",,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as a former owner through an appropriate @role attribute."
provenance,donor name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//tei:persName[contains(@role,""dnr"")]/string-join(.//text(), """"), ""; ""))",,,,Details of any person(s) named within the provenance information within a persName element and identified as a donor through an appropriate @role attribute.
provenance,donor ID(s),"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:provenance//tei:persName[contains(@role,""dnr"")]/@key, "" "")",,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as a donor through an appropriate @role attribute."
provenance,bookseller name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//tei:persName[contains(@role,""bsl"")]/string-join(.//text(), """"), ""; ""))",,,,Details of any person(s) named within the provenance information within a persName element and identified as a bookseller through an appropriate @role attribute.
provenance,bookseller ID(s),"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:provenance//tei:persName[contains(@role,""bsl"")]/@key, "" "")",,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as a bookseller through an appropriate @role attribute."
provenance,named place(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//tei:placeName/string-join(.//text(), """"), ""; ""))",,,,Details of any place(s) named within the provenance information within a placeName element.
provenance,place ID(s),"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:provenance//tei:placeName/@key, "" "")",,,,"The identifier(s), corresponding to those found in the authority file, given for any place(s) named within the provenance information within a placeName element."
acquisition,acquisition text,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:acquisition/string-join(.//text(), """"), "" ""))",,,,"Details of the acquisition of the manuscript or manuscript part, as encoded within a acquisition element within the history element."
acquisition,acquisition date,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:acquisition/@when, "" "")",,,,"The date of acquisition of the manuscript or manuscript part, formatted as a date, as encoded within the @when attribute to an acquisition element within the history element."
acquisition,acquisition notAfter,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:acquisition/@notAfter, "" "")",,,,"The date before which the manuscript or manuscript part was acquired, formatted as a date, as encoded within the @notAfter attribute to an acquisition element within the history element."
acquisition,acquisition notBefore,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:acquisition/@notBefore, "" "")",,,,"The date after which the manuscript or manuscript part was acquired, formatted as a date, as encoded within the @notBefore attribute to an acquisition element within the history element."
acquisition,former owner name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:acquisition//tei:persName[contains(@role,""fmo"")]/string-join(.//text(), """"), ""; ""))",,,,Details of any person(s) named within the acquisition information within a persName element and identified as a former owner through an appropriate @role attribute.
acquisition,former owner ID(s),"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:acquisition//tei:persName[contains(@role,""fmo"")]/@key, "" "")",,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the acquisition information within a persName element and identified as a former owner through an appropriate @role attribute."
acquisition,donor name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:acquisition//tei:persName[contains(@role,""dnr"")]/string-join(.//text(), """"), ""; ""))",,,,Details of any person(s) named within the acquisition information within a persName element and identified as a donor through an appropriate @role attribute.
acquisition,donor ID(s),"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:acquisition//tei:persName[contains(@role,""dnr"")]/@key, "" "")",,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the acquisition information within a persName element and identified as a donor through an appropriate @role attribute."
