section,heading,xpath,auth_file,auth_section,auth_col,separator,comment
provenance,annotator name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""ann"")]/string-join(., """"), ""; ""))",,,,,Details of any person(s) named within the provenance information within a persName element and identified as an annotator through an appropriate @role attribute.
provenance,annotator ID(s),"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""ann"")]/@key), "" "")",,,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as an annotator through an appropriate @role attribute."
provenance,artist name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""art"")]/string-join(., """"), ""; ""))",,,,,Details of any person(s) named within the provenance information within a persName element and identified as an artist through an appropriate @role attribute.
provenance,artist ID(s),"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""art"")]/@key), "" "")",,,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as an artist through an appropriate @role attribute."
provenance,patron name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""pat"")]/string-join(., """"), ""; ""))",,,,,Details of any person(s) named within the provenance information within a persName element and identified as a patron through an appropriate @role attribute.
provenance,patron ID(s),"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""pat"")]/@key), "" "")",,,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as a patron through an appropriate @role attribute."
provenance,binder name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""bnd"")]/string-join(., """"), ""; ""))",,,,,Details of any person(s) named within the provenance information within a persName element and identified as a binder through an appropriate @role attribute.
provenance,binder ID(s),"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""bnd"")]/@key), "" "")",,,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as a binder through an appropriate @role attribute."
provenance,former owner name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""fmo"")]/string-join(., """"), ""; ""))",,,,,Details of any person(s) named within the provenance information within a persName element and identified as a former owner through an appropriate @role attribute.
provenance,former owner ID(s),"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""fmo"")]/@key), "" "")",,,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as a former owner through an appropriate @role attribute."
provenance,donor name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""dnr"")]/string-join(., """"), ""; ""))",,,,,Details of any person(s) named within the provenance information within a persName element and identified as a donor through an appropriate @role attribute.
provenance,donor ID(s),"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""dnr"")]/@key), "" "")",,,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as a donor through an appropriate @role attribute."
provenance,bookseller name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""bsl"")]/string-join(., """"), ""; ""))",,,,,Details of any person(s) named within the provenance information within a persName element and identified as a bookseller through an appropriate @role attribute.
provenance,bookseller ID(s),"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""bsl"")]/@key), "" "")",,,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as a bookseller through an appropriate @role attribute."
provenance,named place(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//tei:placeName/string-join(., """"), ""; ""))",,,,,Details of any place(s) named within the provenance information within a placeName element.
provenance,place ID(s),"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:provenance//tei:placeName/@key), "" "")",,,,,"The identifier(s), corresponding to those found in the authority file, given for any place(s) named within the provenance information within a placeName element."
acquisition,overview,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:acquisition/string-join(., """"), "" ""))",,,,,"Details of the acquisition of the manuscript or manuscript part, as encoded within a acquisition element within the history element."
acquisition,when,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:acquisition/@when, "" "")",,,,,"The date of acquisition of the manuscript or manuscript part, formatted as a date, as encoded within the @when attribute to an acquisition element within the history element."
acquisition,not after,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:acquisition/(@notAfter|@to|@when)[last()], "" "")",,,,,"The date before which the manuscript or manuscript part was acquired, formatted as a date, as encoded within the @notAfter attribute to an acquisition element within the history element."
acquisition,not before,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:acquisition/(@notBefore|@from|@when)[last()], "" "")",,,,,"The date after which the manuscript or manuscript part was acquired, formatted as a date, as encoded within the @notBefore attribute to an acquisition element within the history element."
acquisition,certainty,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:acquisition/@cert), "" "")",,,,,"The certainty of the dating in the preceding columns, as encoded within the @cert attribute to a history element. Possible values are high, medium, and low."
acquisition,calendar,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:acquisition/@calendar), "" "")",,,,,"The calendar used for the dating in the preceding columns, as encoded within the @calendar attribute to a history element. The most common value is Gregorian."
acquisition,former owner name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:acquisition//(tei:persName|tei:orgName)[contains(@role,""fmo"")]/string-join(., """"), ""; ""))",,,,,Details of any person(s) named within the acquisition information within a persName element and identified as a former owner through an appropriate @role attribute.
acquisition,former owner ID(s),"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:acquisition//(tei:persName|tei:orgName)[contains(@role,""fmo"")]/@key), "" "")",,,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the acquisition information within a persName element and identified as a former owner through an appropriate @role attribute."
acquisition,donor name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:acquisition//(tei:persName|tei:orgName)[contains(@role,""dnr"")]/string-join(., """"), ""; ""))",,,,,Details of any person(s) named within the acquisition information within a persName element and identified as a donor through an appropriate @role attribute.
acquisition,donor ID(s),"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:acquisition//(tei:persName|tei:orgName)[contains(@role,""dnr"")]/@key), "" "")",,,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the acquisition information within a persName element and identified as a donor through an appropriate @role attribute."
