binding URI,file URL,msID,shelfmark,collection,binding,condition,decoNote,binding contemporary,binding not after,binding not before,binding height,binding height max,binding height min,binding width,binding width max,binding width min,binding depth,binding depth max,binding depth min,binding unit
MS_Laud_Misc_522_binding_1,manuscript_7325,MS_Laud_Misc_522,MS. Laud Misc. 522,Laud Misc,"Brown tanned calf over laminated pulpboard for Archbp. Laud, 1637–1639",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_523_binding_1,manuscript_7326,MS_Laud_Misc_523,MS. Laud Misc. 523,Laud Misc,Early 15th-century binding.,,,,1425,1400,,,,,,,,,,
MS_Laud_Misc_524_binding_1,manuscript_7327,MS_Laud_Misc_524,MS. Laud Misc. 524,Laud Misc,"Bound in sprinkled calf, 19th century.",,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_526_binding_1,manuscript_7329,MS_Laud_Misc_526,MS. Laud Misc. 526,Laud Misc,"Bound for George Carew, earl of Totnes (d. 1629), in plain calf.",,,,1629,1600,,,,,,,,,,
MS_Laud_Misc_527_binding_1,manuscript_7330,MS_Laud_Misc_527,MS. Laud Misc. 527,Laud Misc,"Calf over pasteboard, c. 1640, a standard binding of the Laudian collection.",,,,,,,,,,,,,,,
MS_Laud_Misc_529_binding_1,manuscript_7332,MS_Laud_Misc_529,MS. Laud Misc. 529,Laud Misc,"15th-century English binding, blind-tooled in calf, by the ; on the back cover 'C' enclosing a tun (rebus for Seton (?)); N. Barker, 'A register of writs and the Scales binder', 21 (1972), 227-244, 356-79, no. 2 (p. 371).'Scales' binderThe Book Collector",,,,1500,1400,,,,,,,,,,
MS_Laud_Misc_530_binding_1,manuscript_7333,MS_Laud_Misc_530,MS. Laud Misc. 530,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_531_binding_1,manuscript_7334,MS_Laud_Misc_531,MS. Laud Misc. 531,Laud Misc,Reversed calf binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_532_binding_1,manuscript_7335,MS_Laud_Misc_532,MS. Laud Misc. 532,Laud Misc,Paper wrapper over original MS. cover.,,,,,,,,,,,,,,,
MS_Laud_Misc_533_binding_1,manuscript_7336,MS_Laud_Misc_533,MS. Laud Misc. 533,Laud Misc,Reversed calf binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_535_binding_1,manuscript_7338,MS_Laud_Misc_535,MS. Laud Misc. 535,Laud Misc,18th-century sprinkled calf binding.,,,,1800,1700,,,,,,,,,,
MS_Laud_Misc_536_binding_1,manuscript_7339,MS_Laud_Misc_536,MS. Laud Misc. 536,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_537_binding_1,manuscript_7340,MS_Laud_Misc_537,MS. Laud Misc. 537,Laud Misc,"Early 15th-century binding, much repaired.",,,,1425,1400,,,,,,,,,,
MS_Laud_Misc_538_binding_1,manuscript_7341,MS_Laud_Misc_538,MS. Laud Misc. 538,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_539_binding_1,manuscript_7342,MS_Laud_Misc_539,MS. Laud Misc. 539,Laud Misc,"Bound in sprinkled calf, 18th century.",,,,1800,1700,,,,,,,,,,
MS_Laud_Misc_540_binding_1,manuscript_7343,MS_Laud_Misc_540,MS. Laud Misc. 540,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_541_binding_1,manuscript_7344,MS_Laud_Misc_541,MS. Laud Misc. 541,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_542_binding_1,manuscript_7345,MS_Laud_Misc_542,MS. Laud Misc. 542,Laud Misc,Bound in 19th-century cloth folder; traces of Tudor velvet binding remain.,,,,1900,1500,,,,,,,,,,
MS_Laud_Misc_544_binding_1,manuscript_7346,MS_Laud_Misc_544,MS. Laud Misc. 544,Laud Misc,Bound in limp vellum.,,,,1638,,,,,,,,,,,
MS_Laud_Misc_545_binding_1,manuscript_7347,MS_Laud_Misc_545,MS. Laud Misc. 545,Laud Misc,19th-century calf binding.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_546_binding_1,manuscript_7348,MS_Laud_Misc_546,MS. Laud Misc. 546,Laud Misc,12th-century binding; contemporary title on original cover and up spine of chemise.,,,,1200,1100,,,,,,,,,,
MS_Laud_Misc_547_binding_1,manuscript_7349,MS_Laud_Misc_547,MS. Laud Misc. 547,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_548_binding_1,manuscript_7350,MS_Laud_Misc_548,MS. Laud Misc. 548,Laud Misc,19th-century calf binding.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_549_binding_1,manuscript_7351,MS_Laud_Misc_549,MS. Laud Misc. 549,Laud Misc,Limp vellum wrapper.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_550_binding_1,manuscript_7352,MS_Laud_Misc_550,MS. Laud Misc. 550,Laud Misc,16th-century binding with centrepiece in blind; initials S.W. on both covers.,,,,1600,1500,,,,,,,,,,
MS_Laud_Misc_551_binding_1,manuscript_7353,MS_Laud_Misc_551,MS. Laud Misc. 551,Laud Misc,"Early 16th-century binding, roll-tooled in blind.",,,,1525,1500,,,,,,,,,,
MS_Laud_Misc_552_binding_1,manuscript_7354,MS_Laud_Misc_552,MS. Laud Misc. 552,Laud Misc,Reversed calf binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_555_binding_1,manuscript_7356,MS_Laud_Misc_555,MS. Laud Misc. 555,Laud Misc,"Brown tanned calf over laminated pulpboard for Archbp. Laud, 1637–1639",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_557_binding_1,manuscript_7357,MS_Laud_Misc_557,MS. Laud Misc. 557,Laud Misc,Early 16th-century binding.,,,,1525,1500,,,,,,,,,,
MS_Laud_Misc_558_binding_1,manuscript_7358,MS_Laud_Misc_558,MS. Laud Misc. 558,Laud Misc,Binding by Gilbert Kymer's binder at Salisbury.,,,,1470,1460,,,,,,,,,,
MS_Laud_Misc_561_binding_1,manuscript_7361,MS_Laud_Misc_561,MS. Laud Misc. 561,Laud Misc,"Laudian binding of tanned calf over pulpboard, 1638 × 1639",,,,1639,1638,,,,,,,,,,
MS_Laud_Misc_562_binding_1,manuscript_7362,MS_Laud_Misc_562,MS. Laud Misc. 562,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_563_binding_1,manuscript_7363,MS_Laud_Misc_563,MS. Laud Misc. 563,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_566_binding_1,manuscript_7365,MS_Laud_Misc_566,MS. Laud Misc. 566,Laud Misc,17th-century binding with cartouche in blind.,,,,1700,1600,,,,,,,,,,
MS_Laud_Misc_567_binding_1,manuscript_7366,MS_Laud_Misc_567,MS. Laud Misc. 567,Laud Misc,Mid-12th-century binding.,,,,1160,1140,,,,,,,,,,
MS_Laud_Misc_569_binding_1,manuscript_7368,MS_Laud_Misc_569,MS. Laud Misc. 569,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_570_binding_1,manuscript_7369,MS_Laud_Misc_570,MS. Laud Misc. 570,Laud Misc,"Bound in parchment, later 17th or 18th century, likely strengthened with card and new endleaves in the late 19th or early 20th century.",,,,1800,1650,,,,,,,,,,
MS_Laud_Misc_571_binding_1,manuscript_7370,MS_Laud_Misc_571,MS. Laud Misc. 571,Laud Misc,Limp vellum binding with reinforcing strip.,,,,,,,,,,,,,,,
MS_Laud_Misc_572_binding_1,manuscript_7371,MS_Laud_Misc_572,MS. Laud Misc. 572,Laud Misc,Medieval binding and repairs.,,,,1500,1300,,,,,,,,,,
MS_Laud_Misc_574_binding_1,manuscript_7372,MS_Laud_Misc_574,MS. Laud Misc. 574,Laud Misc,"Brown tanned calf over laminated pulpboard for Archbp. Laud, 1637–1639",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_575_binding_1,manuscript_7373,MS_Laud_Misc_575,MS. Laud Misc. 575,Laud Misc,"Bound in sprinkled calf, early 17th century.",,,,1625,1600,,,,,,,,,,
MS_Laud_Misc_576_binding_1,manuscript_7374,MS_Laud_Misc_576,MS. Laud Misc. 576,Laud Misc,Contemporary binding; title up spine.,,,,1200,1190,,,,,,,,,,
MS_Laud_Misc_579_binding_1,manuscript_7377,MS_Laud_Misc_579,MS. Laud Misc. 579,Laud Misc,"15th-century English binding, blind-tooled in calf, by the , 'L' on the back cover; N. Barker, 'A register of writs and the Scales binder', 21 (1972), 227-244, 356-79, no. 3 (p. 371).'Scales' binderThe Book Collector",,,,1500,1400,,,,,,,,,,
MS_Laud_Misc_580_binding_1,manuscript_7378,MS_Laud_Misc_580,MS. Laud Misc. 580,Laud Misc,A binding fragment ( 2. 254) of vii provides evidence of a previous (possibly original) Carolingian binding.CLAs.,,,,0900,0825,,,,,,,,,,
MS_Laud_Misc_580_binding_2,manuscript_7378,MS_Laud_Misc_580,MS. Laud Misc. 580,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_581_binding_1,manuscript_7379,MS_Laud_Misc_581,MS. Laud Misc. 581,Laud Misc,"Standard Laudian binding, brown tanned calf over laminated pulpboard; rebacked.",,,,1635,1633,,,,,,,,,,
MS_Laud_Misc_582_binding_1,manuscript_7380,MS_Laud_Misc_582,MS. Laud Misc. 582,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_584_binding_1,manuscript_7381,MS_Laud_Misc_584,MS. Laud Misc. 584,Laud Misc,"Brown tanned calf over laminated pulpboard for Archbp. Laud, 1637–1639",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_585_binding_1,manuscript_7382,MS_Laud_Misc_585,MS. Laud Misc. 585,Laud Misc,"Contemporary vellum wrapper, tacketted.",,,,1500,1400,,,,,,,,,,
MS_Laud_Misc_586_binding_1,manuscript_7383,MS_Laud_Misc_586,MS. Laud Misc. 586,Laud Misc,"Laudian binding, 1637–1639.",,,,1639,1638,,,,,,,,,,
MS_Laud_Misc_592_binding_1,manuscript_7385,MS_Laud_Misc_592,MS. Laud Misc. 592,Laud Misc,19th-century half-morocco binding.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_593_binding_1,manuscript_7386,MS_Laud_Misc_593,MS. Laud Misc. 593,Laud Misc,19th-century half-morocco binding.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_594_binding_1,manuscript_7387,MS_Laud_Misc_594,MS. Laud Misc. 594,Laud Misc,Early 15th-century binding.,,,,1425,1400,,,,,,,,,,
MS_Laud_Misc_595_binding_1,manuscript_7388,MS_Laud_Misc_595,MS. Laud Misc. 595,Laud Misc,"Early 15th-century binding, repaired.",,,,1425,1400,,,,,,,,,,
MS_Laud_Misc_596_binding_1,manuscript_7389,MS_Laud_Misc_596,MS. Laud Misc. 596,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_597_binding_1,manuscript_7390,MS_Laud_Misc_597,MS. Laud Misc. 597,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_598_binding_1,manuscript_7391,MS_Laud_Misc_598,MS. Laud Misc. 598,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_600_binding_1,manuscript_7393,MS_Laud_Misc_600,MS. Laud Misc. 600,Laud Misc,17th-century sprinkled calf binding.,,,,1700,1600,,,,,,,,,,
MS_Laud_Misc_601_binding_1,manuscript_7394,MS_Laud_Misc_601,MS. Laud Misc. 601,Laud Misc,14th-century binding.,,,,1400,1300,,,,,,,,,,
MS_Laud_Misc_602_binding_1,manuscript_7395,MS_Laud_Misc_602,MS. Laud Misc. 602,Laud Misc,"15th-century English blind-tooled binding, rebacked.",,,,1500,1400,,,,,,,,,,
MS_Laud_Misc_603_binding_1,manuscript_7396,MS_Laud_Misc_603,MS. Laud Misc. 603,Laud Misc,19th-century calf rebind.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_606_binding_1,manuscript_7399,MS_Laud_Misc_606,MS. Laud Misc. 606,Laud Misc,Binding c. 1200.,,,,1210,1190,,,,,,,,,,
MS_Laud_Misc_608_binding_1,manuscript_7401,MS_Laud_Misc_608,MS. Laud Misc. 608,Laud Misc,"Early 17th-century binding, rebacked.",,,,1625,1600,,,,,,,,,,
MS_Laud_Misc_609_binding_1,manuscript_7402,MS_Laud_Misc_609,MS. Laud Misc. 609,Laud Misc,"Crushed morocco, 19th century.",,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_620_binding_1,manuscript_7408,MS_Laud_Misc_620,MS. Laud Misc. 620,Laud Misc,18th-century sprinkled calf rebind.,,,,1800,1700,,,,,,,,,,
MS_Laud_Misc_621_binding_1,manuscript_7409,MS_Laud_Misc_621,MS. Laud Misc. 621,Laud Misc,"Binding of vellum over boards, 17th century.",,,,1700,1600,,,,,,,,,,
MS_Laud_Misc_626_binding_1,manuscript_7414,MS_Laud_Misc_626,MS. Laud Misc. 626,Laud Misc,"Laudian binding. Sewn on three bands laced into pasteboards covered with brown leather, the covers each with the gilt arms of archbishop Laud; traces of two ties; the spine (repaired) with two paper labels printed ‘Laud. | H | 71.’ and ‘Laud | 6’. 62",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_627_binding_1,manuscript_7415,MS_Laud_Misc_627,MS. Laud Misc. 627,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_628_binding_1,manuscript_7416,MS_Laud_Misc_628,MS. Laud Misc. 628,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_629_binding_1,manuscript_7417,MS_Laud_Misc_629,MS. Laud Misc. 629,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_630_binding_1,manuscript_7418,MS_Laud_Misc_630,MS. Laud Misc. 630,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_631_binding_1,manuscript_7419,MS_Laud_Misc_631,MS. Laud Misc. 631,Laud Misc,Limp vellum binding.,,,,,,,,,,,,,,,
MS_Laud_Misc_632_binding_1,manuscript_7420,MS_Laud_Misc_632,MS. Laud Misc. 632,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_633_binding_1,manuscript_7421,MS_Laud_Misc_633,MS. Laud Misc. 633,Laud Misc,"Laudian binding. Laminate boards formed partly of uncut sheets of a printed edition of the Bible, covered with brown calf stamped in gilt in the centre of each cover with the arms of archbishop Laud. Vestiges of two ties.",,,,,1638,,,,,,,,,,
MS_Laud_Misc_635_binding_1,manuscript_7422,MS_Laud_Misc_635,MS. Laud Misc. 635,Laud Misc,Contemporary binding.,,,,1500,1400,,,,,,,,,,
MS_Laud_Misc_636_binding_1,manuscript_7423,MS_Laud_Misc_636,MS. Laud Misc. 636,Laud Misc,"Standard binding of the Laudian collection, calf over pasteboard with Laud's arms in gilt; rebacked.",,,,1639,1636,,,,,,,,,,
MS_Laud_Misc_637_binding_1,manuscript_7424,MS_Laud_Misc_637,MS. Laud Misc. 637,Laud Misc,19th-century calf rebind.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_639_binding_1,manuscript_7425,MS_Laud_Misc_639,MS. Laud Misc. 639,Laud Misc,17th-century binding: quarter-vellum with boards.,,,,1700,1600,,,,,,,,,,
MS_Laud_Misc_641_binding_1,manuscript_7427,MS_Laud_Misc_641,MS. Laud Misc. 641,Laud Misc,Early-13th-century binding.,,,,1225,1200,,,,,,,,,,
MS_Laud_Misc_643_binding_1,manuscript_7429,MS_Laud_Misc_643,MS. Laud Misc. 643,Laud Misc,Binding of vellum over boards.,,,,1625,1500,,,,,,,,,,
MS_Laud_Misc_644_binding_1,manuscript_7430,MS_Laud_Misc_644,MS. Laud Misc. 644,Laud Misc,19th-century calf rebind.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_650_binding_2,manuscript_7435,MS_Laud_Misc_650,MS. Laud Misc. 650,Laud Misc,"Brown tanned calf over laminated pulpboard for Archbp. Laud, 1637–1639",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_650_binding_1,manuscript_7435,MS_Laud_Misc_650,MS. Laud Misc. 650,Laud Misc,"For the reconstruction of the medieval binding see item 1: MS. Laud Misc. 650 has two parchment endleaves (fols ii & 83; with fore-edge flaps between fols i/ii & 82/83) which formed the wrappers of the original (French) limp binding. Two sets of numerous, irregularly grouped sewing holes at the outer margin of fol. 83 indicate that the quires were originally attached by long-stitch sewing to the parchment cover (there are, however, no corresponding stitching holes inside the quires visible).",,,,1639,1351,,,,,,,,,,
MS_Laud_Misc_651_binding_1,manuscript_7436,MS_Laud_Misc_651,MS. Laud Misc. 651,Laud Misc,Reversed calf binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_652_binding_1,manuscript_7437,MS_Laud_Misc_652,MS. Laud Misc. 652,Laud Misc,"Early-15th-century binding, repaired. Fore-edge painting on three edges.",,,,1425,1400,,,,,,,,,,
MS_Laud_Misc_653_binding_1,manuscript_7438,MS_Laud_Misc_653,MS. Laud Misc. 653,Laud Misc,Vellum over boards.,,,,1625,1500,,,,,,,,,,
MS_Laud_Misc_654_binding_1,manuscript_7439,MS_Laud_Misc_654,MS. Laud Misc. 654,Laud Misc,Limp vellum binding; tacketted.,,,,,,,,,,,,,,,
MS_Laud_Misc_656_binding_1,manuscript_7440,MS_Laud_Misc_656,MS. Laud Misc. 656,Laud Misc,Medieval binding.,,,,1550,1400,,,,,,,,,,
MS_Laud_Misc_657_binding_1,manuscript_7441,MS_Laud_Misc_657,MS. Laud Misc. 657,Laud Misc,Contemporary binding.,,,true,,,,,,,,,,,,
MS_Laud_Misc_658_binding_1,manuscript_7442,MS_Laud_Misc_658,MS. Laud Misc. 658,Laud Misc,17th-century blind-stamped binding.,,,,1700,1600,,,,,,,,,,
MS_Laud_Misc_659_binding_1,manuscript_7443,MS_Laud_Misc_659,MS. Laud Misc. 659,Laud Misc,"Binding, second quarter of 15th century.",,,,1450,1425,,,,,,,,,,
MS_Laud_Misc_662_binding_1,manuscript_7444,MS_Laud_Misc_662,MS. Laud Misc. 662,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_663_binding_1,manuscript_7445,MS_Laud_Misc_663,MS. Laud Misc. 663,Laud Misc,Bound in reversed calf.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_664_binding_1,manuscript_7446,MS_Laud_Misc_664,MS. Laud Misc. 664,Laud Misc,Bound in reversed calf.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_665_binding_1,manuscript_7447,MS_Laud_Misc_665,MS. Laud Misc. 665,Laud Misc,19th-century speckled calf binding.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_666_binding_1,manuscript_7448,MS_Laud_Misc_666,MS. Laud Misc. 666,Laud Misc,19th-century calf binding.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_667_binding_1,manuscript_7449,MS_Laud_Misc_667,MS. Laud Misc. 667,Laud Misc,19th-century rebind.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_668_binding_1,manuscript_7450,MS_Laud_Misc_668,MS. Laud Misc. 668,Laud Misc,MS. wrapper.,,,,,,,,,,,,,,,
MS_Laud_Misc_669_binding_1,manuscript_7451,MS_Laud_Misc_669,MS. Laud Misc. 669,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_670_binding_1,manuscript_7452,MS_Laud_Misc_670,MS. Laud Misc. 670,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_671_binding_1,manuscript_7453,MS_Laud_Misc_671,MS. Laud Misc. 671,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_672_binding_1,manuscript_7454,MS_Laud_Misc_672,MS. Laud Misc. 672,Laud Misc,15th-century blind-stamped Italian binding.,,,,1500,1400,,,,,,,,,,
MS_Laud_Misc_673_binding_1,manuscript_7455,MS_Laud_Misc_673,MS. Laud Misc. 673,Laud Misc,Mid-15th-century binding.,,,,1460,1440,,,,,,,,,,
MS_Laud_Misc_674_binding_1,manuscript_7456,MS_Laud_Misc_674,MS. Laud Misc. 674,Laud Misc,"Early-15th-century binding, repaired. .",,,,1425,1400,,,,,,,,,,
MS_Laud_Misc_675_binding_1,manuscript_7457,MS_Laud_Misc_675,MS. Laud Misc. 675,Laud Misc,19th-century calf rebind.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_676_binding_1,manuscript_7458,MS_Laud_Misc_676,MS. Laud Misc. 676,Laud Misc,"Medieval binding. Original(?) sewing on five bands laced into wood (beech?) boards with cushioned edges covered with plain undecorated (alum-tawed?) leather; with vestiges of a strap and pin fastening, with the pin extant near the centre of the back board. The spine with three (damaged) paper labels printed ‘[Lau]d’, ‘676’ (upside-down), and ‘Lau[d] | F | 6.’The volume does not appear to have been re-sewn, yet the spine, back pastedown, and back flyleaf all have the old Laud shelfmark and a paper label printed with the SC number, upside-down, for no apparent reason, suggesting that the boards and endleaves may have been removed and reversed at some stage.",,,,1500,,,,,,,,,,,
MS_Laud_Misc_677_binding_1,manuscript_7459,MS_Laud_Misc_677,MS. Laud Misc. 677,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_678_binding_1,manuscript_7460,MS_Laud_Misc_678,MS. Laud Misc. 678,Laud Misc,Preserved in mid-16th century gilt-tooled Italian slip case.,,,,1560,1440,,,,,,,,,,
MS_Laud_Misc_68_binding_1,manuscript_7461,MS_Laud_Misc_68,MS. Laud Misc. 68,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.Bookmarks made of pasted parchment strips; these strips are written on, in a small, heavily abbreviated French textualis cursiva of s. xiii.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_680_binding_1,manuscript_7462,MS_Laud_Misc_680,MS. Laud Misc. 680,Laud Misc,17th-century limp vellum binding.,,,,1700,1600,,,,,,,,,,
MS_Laud_Misc_681_binding_1,manuscript_7463,MS_Laud_Misc_681,MS. Laud Misc. 681,Laud Misc,Mid-16th-century roll-stamped binding.,,,,1560,1540,,,,,,,,,,
MS_Laud_Misc_682_binding_1,manuscript_7464,MS_Laud_Misc_682,MS. Laud Misc. 682,Laud Misc,17th-century sprinkled calf binding.,,,,1700,1600,,,,,,,,,,
MS_Laud_Misc_684_binding_1,manuscript_7466,MS_Laud_Misc_684,MS. Laud Misc. 684,Laud Misc,"Presentation binding, white velvet on boards.",,,,1559,1559,,,,,,,,,,
MS_Laud_Misc_686_binding_1,manuscript_7468,MS_Laud_Misc_686,MS. Laud Misc. 686,Laud Misc,"Presentation binding, blue patterned silk.",,,,1600,1500,,,,,,,,,,
MS_Laud_Misc_689_binding_1,manuscript_7469,MS_Laud_Misc_689,MS. Laud Misc. 689,Laud Misc,17th-century plain calf binding.,,,,1700,1600,,,,,,,,,,
MS_Laud_Misc_69_binding_1,manuscript_7470,MS_Laud_Misc_69,MS. Laud Misc. 69,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_697_binding_1,manuscript_7471,MS_Laud_Misc_697,MS. Laud Misc. 697,Laud Misc,"Limp vellum binding, gilt-tooled.",,,,1600,1500,,,,,,,,,,
MS_Laud_Misc_698_binding_1,manuscript_7472,MS_Laud_Misc_698,MS. Laud Misc. 698,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_699_binding_1,manuscript_7473,MS_Laud_Misc_699,MS. Laud Misc. 699,Laud Misc,19th-century rebind.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_7_binding_1,manuscript_7474,MS_Laud_Misc_7,MS. Laud Misc. 7,Laud Misc,"Contemporary Spanish binding, blind-tooled calf.",,,,1500,1400,,,,,,,,,,
MS_Laud_Misc_70_binding_1,manuscript_7475,MS_Laud_Misc_70,MS. Laud Misc. 70,Laud Misc,"Brown tanned calf over laminated pulpboard for Abp. Laud, 1637–1639; rebacked.",,,,1639,1637,,,,,,,,,,
MS_Laud_Misc_700_binding_1,manuscript_7476,MS_Laud_Misc_700,MS. Laud Misc. 700,Laud Misc,19th-century calf rebind.,,,,1900,1800,,,,,,,,,,
MS_Laud_Misc_701_binding_1,manuscript_7477,MS_Laud_Misc_701,MS. Laud Misc. 701,Laud Misc,"Blind-stamped calf binding over boards, c. 1500.",,,,1510,1490,,,,,,,,,,
MS_Laud_Misc_702_binding_1,manuscript_7478,MS_Laud_Misc_702,MS. Laud Misc. 702,Laud Misc,Early-14th-century binding.,,,,1325,1300,,,,,,,,,,
MS_Laud_Misc_703_binding_1,manuscript_7479,MS_Laud_Misc_703,MS. Laud Misc. 703,Laud Misc,Late-14th-century binding; ten sheets of vellum form the 'boards'.,,,,1400,1375,,,,,,,,,,
MS_Laud_Misc_704_binding_1,manuscript_7480,MS_Laud_Misc_704,MS. Laud Misc. 704,Laud Misc,"Limp vellum binding, gilt-tooled.",,,,,,,,,,,,,,,
MS_Laud_Misc_706_binding_1,manuscript_7481,MS_Laud_Misc_706,MS. Laud Misc. 706,Laud Misc,Contemporary binding.,,,true,,,,,,,,,,,,
MS_Laud_Misc_708_binding_1,manuscript_7483,MS_Laud_Misc_708,MS. Laud Misc. 708,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_709_binding_1,manuscript_7484,MS_Laud_Misc_709,MS. Laud Misc. 709,Laud Misc,Limp vellum binding.,,,,1640,1630,,,,,,,,,,
MS_Laud_Misc_710_binding_1,manuscript_7486,MS_Laud_Misc_710,MS. Laud Misc. 710,Laud Misc,Contemporary Venetian binding.,,,true,,,,,,,,,,,,
MS_Laud_Misc_711_binding_1,manuscript_7487,MS_Laud_Misc_711,MS. Laud Misc. 711,Laud Misc,Contemporary Venetian binding.,,,true,,,,,,,,,,,,
MS_Laud_Misc_712_binding_1,manuscript_7488,MS_Laud_Misc_712,MS. Laud Misc. 712,Laud Misc,Contemporary Venetian binding.,,,true,,,,,,,,,,,,
MS_Laud_Misc_713_binding_1,manuscript_7489,MS_Laud_Misc_713,MS. Laud Misc. 713,Laud Misc,Contemporary Venetian binding.,,,true,,,,,,,,,,,,
MS_Laud_Misc_714_binding_1,manuscript_7490,MS_Laud_Misc_714,MS. Laud Misc. 714,Laud Misc,Contemporary Venetian binding.,,,true,,,,,,,,,,,,
MS_Laud_Misc_715_binding_1,manuscript_7491,MS_Laud_Misc_715,MS. Laud Misc. 715,Laud Misc,Contemporary Venetian binding.,,,true,,,,,,,,,,,,
MS_Laud_Misc_716_binding_1,manuscript_7492,MS_Laud_Misc_716,MS. Laud Misc. 716,Laud Misc,"French morocco binding, tooled in gilt, c. 1630.",,,,1635,1625,,,,,,,,,,
