file URL,msID,shelfmark,collection,part,part type,summary,deco description,type,locus,from,to,date,when,notAfter,notBefore,calendar,scribe name(s),scribe code(s),signer name(s),signer code(s),artist name(s),artist code(s),patron name(s),patron code(s),dedicatee name(s),dedicatee code(s),former owner name(s),former owner code(s),donor name(s),donor code(s),other person name(s),other person code(s),artist name(s),artist code(s),other org name(s),other org code(s),placeName(s),place code(s),bibl(s),ref(s),ref URI(s)
manuscript_4766,,,Douce,MS_Douce_d_19-part2,,,"Fine historiated borders, initials. By the same hand as MS. Barlow 22, from Peterborough ( iii.574). Four initials showing: David playing bells and figure with portative organ; Seated angel playing psaltery; Angel playing rebec; Angel playing portative organ Pächt and Alexander",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4766,,,Douce,MS_Douce_d_19-part1,,,Fine penwork initials ( iii.609). Pächt and Alexander,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4766,,,Douce,MS_Douce_d_19-part13,,,Decorative initials ( i.257). Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4766,,,Douce,MS_Douce_d_19-part17,,,"Miniature. Bleeding wound of Christ in chalice decorated with nails of the Crucifixion, angel on either side.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4766,,,Douce,MS_Douce_d_19-part6,,,"Fine borders, initials ( i.284 (as corrected in reading room copy), iii.459). Pächt and Alexander",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4766,,,Douce,MS_Douce_d_19-part6,,,"Six historiated initials showing (fol.10) : Monk writing, tempted by demon; Male and female martyrs executed by swordsmen; Virgins receiving book from seated monk with sword; (fol.11) Martyrdom of St. Catherine; (fol.12) Christ carrying the Cross; Resurrection;",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4766,,,Douce,MS_Douce_d_19-part6,,,"245 illuminated initials in blue, white and rose on a gold ground, with many human, animal and grotesque figures, arranged alphabetically.",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4766,,,Douce,MS_Douce_d_19-part7,,,"Good historiated borders and initials ( i. 208, pl. XV). Pächt and Alexander",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4766,,,Douce,MS_Douce_d_19-part14,,,"Initials, probably from the same book as MS. Douce 381 fols. 89–103 (a Book of Hours in Dutch) ( i.226). Five initials in gold, blue, and rose Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4766,,,Douce,MS_Douce_d_19-part15,,,"Penwork initial, fol. 75a.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4766,,,Douce,MS_Douce_d_19-part15,,,"Good initial, fol. 75b ( i.154). Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4766,,,Douce,MS_Douce_d_19-part13,,,Nine red and blue flourished initials.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4766,,,Douce,MS_Douce_d_19-part16,,,Fine decorative initial ( i.233). Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4766,,,Douce,MS_Douce_d_19-part17,,,Decorative initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4766,,,Douce,MS_Douce_d_19-part12,,,Historiated initial ( i.398). Initial D incorporating grotesque head. Pächt and Alexander,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4771,,,Douce,MS_Douce_f_1,,i. 410 Pächt and Alexander,"The Summary Catalogue notes that the Uncial rubrics and the capitals are in red, green and other colours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"red, green and other colours",https://digital.bodleian.ox.ac.uk/objects/e6459d53-af86-486c-84e2-137e1f179f87/surfaces/edc0914d-0f41-4d15-ac0d-c338ea39a631/#
manuscript_4771,,,Douce,MS_Douce_f_1,,i. 410 Pächt and Alexander,Minor coloured initials,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4772,,,Douce,MS_Douce_f_2-part1,,,Good initials. ( i. 839) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4772,,,Douce,MS_Douce_f_2-part3,,,Good initial. ( i. 656) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4772,,,Douce,MS_Douce_f_2-part2,,,Good initial. ( i. 498) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4773,,,Douce,MS_Douce_f_4,,"i. 325, pl. XXVI:Pächt and Alexander",Good drawings by several hands.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4776,,,Dugdale,MS_Dugdale_43,,,Penwork.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4777,,,Dugdale,MS_Dugdale_44,,,Initials.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4779,,,Dugdale,MS_Dugdale_46,,,"2- to 5-line plain red initials at the beginnings of books, 1- to 3-line similar initials at the beginnings of prologues and chapters.",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4779,,,Dugdale,MS_Dugdale_46,,,"Rubrics in red, black or underlined in red.",rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4780,,,Dugdale,MS_Dugdale_47,,,"Fine borders, initials. ( iii. 929) Pächt and Alexander",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4781,,,Duke Humfrey,MS_Duke_Humfrey_b_1,,iii. 902Pächt and Alexander,Fine historiated initial (defaced).,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4781,,,Duke Humfrey,MS_Duke_Humfrey_b_1,,iii. 902Pächt and Alexander,Diagram.,diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4781,,,Duke Humfrey,MS_Duke_Humfrey_b_1,,iii. 902Pächt and Alexander,Fine border.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4781,,,Duke Humfrey,MS_Duke_Humfrey_b_1,,iii. 902Pächt and Alexander,Good miniatures.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4782,,,Duke Humfrey,MS_Duke_Humfrey_d_1,,,Good initials. ( ii. 697) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4783,,,Duke Humfrey,MS_Duke_Humfrey_d_2,,,"Illuminated initials, one (fol. 1r) with the arms of Duke Humfrey, and penwork initials; translator's preface and epilogues written in a scheme of alternating colours.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4784,,,Dutch,MS_Dutch_b_2,,,"Good border, damaged. ( i. 392) Pächt and Alexander",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4785,,,Dutch,MS_Dutch_e_1,,,"Borders, initials. ( i. 234) Pächt and Alexander",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4786,,,Dutch,MS_Dutch_e_2,,,Initials. ( i. 235) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4786,,,Dutch,MS_Dutch_e_2,,,"Some words, phrases, or longer passages such as 'rubrics' written in plain brown ink and underlined in red; some rubrics written in red; capitals touched in red.",rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4786,,,Dutch,MS_Dutch_e_2,,,"Five- or six-line initials in blue, with reserved designs, ornamented with foliage in two shades of green, and purplish (fols. 20v, 74r, 160r, 179v); similar two- to four-line line initials (fols. 72r, 78v, 174r, 175r, 185r, 190r); two similar three- to four-line initials, with red instead of blue and less purplish colour (fol. 192v, 194v); two initials in red (now oxidised to give a metallic appearance) with reserved designs, and penwork foliate flourishes (fols. 61v, 66r); two-line initials in plain red.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4787,,,Dutch,MS_Dutch_f_1,,,"One 5-line initial in red, with reserved patterns, with pale purple penwork, some interstices filled with green (fol. 89r); one similar 4-line initial (fols. 89v).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4787,,,Dutch,MS_Dutch_f_1,,,Decorative initials. ( i. 250) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4787,,,Dutch,MS_Dutch_f_1,,,"One 4-line initial in red, with reserved patterns, infilled with plain brown ink penwork (fol. 218r); and a similar 3-line initial (fols. 216r).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4787,,,Dutch,MS_Dutch_f_1,,,"Occasional 2-line iniitals in blue, one infilled with red penwork, fols. 220v-233v.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4787,,,Dutch,MS_Dutch_f_1,,,"1-, 2-, and 3-line initials in plain red, some with reserved areas/patterns (e.g. fol. 81r, 230r, 232v); one similar 5-line initial (fols. 245r).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4787,,,Dutch,MS_Dutch_f_1,,,"One 5-line initial in red, with reserved areas, with purple penwork (fol. 1r); similar 3-line (fol. 11v) and a 2-line (fol. 79r) initials.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4787,,,Dutch,MS_Dutch_f_1,,,Rubrics in red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4787,,,Dutch,MS_Dutch_f_1,,,"One 4-line initial in red, with purple penwork, some interstices filled in with green or yellow (fol. 99r); three similar 3-line initials (fols. 19r, 55r, 119r, ); and a similar 3-line initials without yellow (fol. 153r).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4788,,,Eng bibl,MS_Eng_bib_c_2,,,Coloured initials.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4790,,,Eng hist,MS_Eng_hist_b_119,,,None.,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4792,,,Eng hist,MS_Eng_hist_b_208,,,Strap-work initials,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4804,,,Eng hist,MS_Eng_hist_e_193_R,,"iii. 1186, pl. CXI:Pächt and Alexander",Good borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4804,,,Eng hist,MS_Eng_hist_e_193_R,,"iii. 1186, pl. CXI:Pächt and Alexander",Good coats of arms.,heraldry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4804,,,Eng hist,MS_Eng_hist_e_193_R,,"iii. 1186, pl. CXI:Pächt and Alexander",Good miniatures.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4807,,,Eng misc,MS_Eng_misc_c_13_R,,,Miniatures (coloured drawings). ( iii. 1191) Pächt and Alexander,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4808,,,Eng misc,MS_Eng_misc_c_27-part4,,,"Includes the beginnings of chapters 31 and 33 with 2-line blue initials, decorated with red penwork.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4813,,,Eng misc,MS_Eng_misc_d_239,,,Simple red and blue coloured capitals.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4815,,,Eng misc,MS_Eng_misc_e_558,,,"Red initials, supplied only as far as fol. 6r; guide-letters visible.",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4815,,,Eng misc,MS_Eng_misc_e_558,,,"Headings in red, supplied only as far as fol. 6r, somewhat larger and more formal than the script of the main text; the first rubric with calligraphic ascenders and other flourishes.",rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4816,,,Eng misc,MS_Eng_misc_f_36,,,"Decorated with circles containing the colours, metals, furs, etc., and with shields of a variety of shapes, often coloured.",other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4816,,,Eng misc,MS_Eng_misc_f_36,,,"Headings not rubricated, but often in larger, more formal, script, using thicker penstrokes.",rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4817,,,Eng poet,MS_Eng_poet_a_1,,,"Historiations in borders or initials: historiations are present in a number of borders including a grotesque head and grotesque animals, columbines, animal heads and a lion mask (see Scott, 1996, p. 19 for a comprehensive list).",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4817,,,Eng poet,MS_Eng_poet_a_1,,,"F. 105r, lower border, blank shield for an owner's or donor's arms.",unspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4817,,,Eng poet,MS_Eng_poet_a_1,,,"Illustrator B - : 1. F. 124rb: 'How Chartres was Saved': The Saving of the city of Crotey (Chartres) from Rollo, led by Bishop Waltelin and the mayor, bearing the Virgin's shift; the besieging army of Rollo blinded by the relic (damaged). 2. F. 124va: 'Miracle of the Boy Singer'/'The child in Paris killed by Jews': a) A Jew beckons the boy into his house; b) The Jew cutting the boy's throat; c) The Jew dumping the body in a privy; d) The mother pleading before the mayor and bailiff; e) The bishop [in margin] holding the lily found in the boy's throat, with the boy's corpse beside in a burial cloth; inscribed scrolls. 3. F. 124vc: 'The Harlot's Prayer': 'The harlot of Rome saved by Prayer': a) The harlot, with a stick, attempting to seduce a hermit, with beads; b) the harlot praying before the Virgin and Child. 4. F. 125rb: 'The Jewish Boy of Bourges'/'The Jewish child thrown into an oven': a) The Jew with a whip leading his son from the Christian church; b) The Jew throwing his child in an oven; c) The child miraculously alive in a burning oven, with his mother and the mayor seated beside. 5. F. 125vb: 'Miracle of the Amputated Leg'/The restoration of an amputated foot: a) a man with an axe amputating the diseased leg of another man, a woman watches; b) Mary restoring the leg; an image of the Virgin, with sprig, and Child beside. 6. F. 126ra: 'The Merchant's Surety'/'The merchant of Constantinople who borrowed from a Jew': a) The merchant Theodorus and Jew Abraham making a money-pledge before an image of the Virgin and Child; b) Theodorus putting a chest with money into the sea; c) Abraham finding the chest in the sea; d) Abraham confesses his deceit to Theodorus. 7. F. 126rc: 'The Fornicating Priest'/'The priest who lay with a nun': a) A monk lying with a priest [error for a nun]; b)The Priest's friend praying before an image of the Virgin and Child; c) The Priest giving the Eucharist to the same priest, who is commended by the Virgin. 8. F. 126va: 'The Quinsied Monk'/'The dying monk healed by Our Lady's milk': A monk seated on a trestle, head in hands; Virgin offering her milk to a monk with quinsy; monk seated on floor beside bed. 9. F. 126vc: 'The Incontinent Monk'/'The incontinent monk drowned but revived': An image of the Virgin and Child in a chapel; a monk with covered head sneaking away from the cloister; Virgin standing on a bridge, separating angels from devils and regarding the drowning sacristan in the river, draped figure on the riverbank. The Miracles of Our Lady Whilst only nine miniatures remain it is probable that the manuscript carried thirty-three illustrations before the loss of forty-one leaves. The miniatures, apart from the first, are sixteen lines deep and one column wide. Characteristics: Illustrations regularly break into and out of the frame into the margins, lending the illustrations vitality and animation. Presentation of a series of events within a story and not just one incident. Realistic, more plastic, form of human figure. Faces heavily modelled through the use of grey and white, a complexion tone, and tinting of the lips. Fabrics have curved outlines with folds that fall gently, and sometimes outline the figure beneath. Muted shades with various shades of green. The Jew is consistently dressed in a rose-rust gown. The work of Illustrator B is accompanied by the work of Border Artist E.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4817,,,Eng poet,MS_Eng_poet_a_1,,,"One-line coloured (normally blue or red) or gold initials, which normally have contrasted and alternating penwork. Quires 32–36, and 41 have one-line gold initials with brown penwork and blue or orange paraphs. Quires 44–47 have violet penwork. There are c. 3250 illuminated initials and c. 365 flourished initials. Two-line indented initials, in gold or deep crimson or blue grounds, with or without marginal extension of more than one sort begin secondary divisions of text or Latin quotations. Four or five-line initials start primary divisions (single legends, miracles, or chapters within work) with the larger marginal extensions called at the beginning of items and of parts of the volumes.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4817,,,Eng poet,MS_Eng_poet_a_1,,,"One twenty-two-line historiated initial for the on f. 265rc. God the Father holding a Crucifix between angels with censers with a monk in white habit kneeling in front, holding a scroll, 'miserere mei deus secundum magnam misericordiam' (Doyle, 1987, pl. XIV). Possibly by the artist. The initial shows a similar technique and colouring, green flowers with red centres and is accompanied by the work of Border Artist D; D also worked on the borders of the . Doyle notes that the columbines which hang from the vine at the bottom of the page are also included in some other manuscripts of similar date: Oxford, Bodleian Library, Bodley 316 c. 1394–7 (Pächt and Alexander, 3, no. 674, pl. LXX), Oxford, Bodleian Library, Canon misc. 110 (Pächt and Alexander, 3, no. 775, pl. LXXIV) produced for the Benedictines of Norwich Cathedral Priory, c. 1394–1400, and Durham Chapter Library, A 1.3 in 1386. Prick of Conscience La Estorie del Euangelie Euangelie This initial is attributed by Dennison (2013, pp. 183–9) to 'Illustrator C', also dubbed 'Border artist D1', an imitator of Border Artist D (see below).",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4817,,,Eng poet,MS_Eng_poet_a_1,,,"One full border and c. 340 border extensions by c. nine Border Artists. (For a summary of different identifications of the artists, and interpretations of their division of labour, see , ed. W. Scase (2013), pp. 227–8.) The Making of the Vernon Manuscript Border Artist A: ff. iii-viii (Doyle, 1987, pl. I). Stylistically close to Border Artist F with its characteristic style being 'brief sprigs of coloured balls or buds and untinted squiggles in pale brown ink on initials (or no sprigs) and well defined white patterns on and in initials (Scott, 1996, p. 22). Border Artist B: ff. 1r-96v, 167r-222v (Doyle, 1987, pl. II; ill. 2). Scott notes that Border Artist B is the second most accomplished Border Artist but writes that he 'has a provincial air, noticeable in the initial sprays with either rather feebly executed coloured balls, pairs of daisy-buds sometimes placed oddly with other motifs on initials (e.g. ff. 19v, 21r, 24r), and in the occasional lack of balance in handling vine-and-leaf branches (e.g. ff. 14r-v, 173v, 180v). His partial borders are characterised by a vine that curls back on itself in a large loop by staggered leaf motifs on vines, by trefoil leaves with white circles on two lobes, rather like eyes or Romanesque beaker heads, and by pairs of barbed, rounded daisy buds. His main colour range is orange, a murky or pale rose, and blue in two tones. Border Artist B had the distinction of making the only full border in the volume (f. 1), on two sides a filigree band and on the others a bar frame. Initials within the work allotted to Border Artist B have mainly coloured balls on extended pen lines' (Scott, 1996, pp. 22–23). Some of the characteristics of Border Artist D also occur in the work of other hands, for example on ff. 350v and 365v (Doyle, 1987, Pl. VXI). Border Artist B was responsible for the whole of part I of Vernon apart from the final quire, as well as quires 23–29 in part III. Border Artist C: ff. 97r-104v. The work of Border Artist C is only found in one quire of the manuscript, ff. 97r-104v. The partial borders of his work are characterised by 'straight sprays of rose and blue trefoil leaves alternating with gold balls not attached to the vine; his initials are deeply serrated around the letter form and hedged with coloured balls (no sprays)' (Scott, 1996, p. 22). A difference in intensity of colour is discernible with his rose and blue hues being brighter than than those painted by Border Artist B. Scott notes that the technique of this artist is closely related to Border Artists: G, G1, and G2 (Scott, 1996, p. 22). Border Artist D: ff. 105r, 114r-120v, 223r-278r (Doyle, 1987, pls. III, IX, XIII, XIV; ill. 3). This artist is considered by both Doyle and Scott to be the most sophisticated of the illuminators. His style is seen as being more refined and probably the result of London influence and training. Scott writes that he drew 'lively sprays of three slim daisy-buds (and sometimes a larger flower bud), whose small size was appropriate to their frequent occurrence on the page (e.g. f. 117). On larger initials this illuminator also used the ""tally"" style of initial exetension (e.g. ff. 229v, 234r), and also ending in daisy-bud sprays. Border Artist D's borders were executed in bright colours with pairs of (rather than staggered) motifs on border sprays, with ball-and-squiggle motifs along bar-frames (a new idea; see e.g. ff. 236v, 237r), and with, in the later section, grotesques. Some uses of bright orange are quite bright for the period (e.g. ff. 113v-117r). The fine initials f. 117 with large ""maple"" leaves on stippled gold are indicative of the quality of his training, possibly in London' (Scott, 1996, p. 22; Doyle, 1987, p. 8, pls. III, IV, XIV). Similar work can be found in two copies of Higden's , Cambridge University Library, Ii.2.24, f. 13, and Oxford, Bodleian Library, Bodley 316, f. 8. It is also thought that this artist was responsible for the partial border on f. 7 of London, British Library, Harley 401, a copy of the dated 1396 (Scott, 1996, p. 22). Polychronicon Floretum Dennison (2013, pp. 183–94) attributes the border on fol. 117v, and the small initials on fols. 114–120v, to the artist of Holkham Hall, MS. 26 (her artist D), to whom she attributes MS. Bodl. 316 and Harley MS. 401. Other decoration on fols. 105r-120v and 223r-278r, including the initial on fol. 265rc, she attributes to a less talented follower (her artist D1 who as the same as Scott and Doyle's artist D). Border Artist E: ff. 121r-126v, 412r (Doyle, 1987, pls. V-XII, ill. 5). Border Artist E can be found in only one quire working with the artist and on the last leaf (f. 412) of the manuscript. Scott sees the sprays on the initials done by this Border Artist as being 'less structured'. They are drawn in black ink and have 'roughly executed' trefoil leaves. There are also coloured balls against the initial ground (Scott, 1996, p. 22). Miracles Border Artist F: ff. 279r-286v, 305r, and one intial on verso, 319r-322v, 324r-326v, 351r-352v, 354r-355v, 357r-358v, 394r-395v, 396v, 398r. Border Artist F is stylistically close to Border Artist A although they are not the same artist. Border Artist F is more accomplished than A and his work is 'characterised by two-line initials either without sprays but hedged by rose or blue balls (usually without squiggles) or, more rarely, with stiff, tally-bar extensions (e.g. f. 281), also with balls, and by the use of brown or pale brown for pen squiggles, and on border spray-work sometimes by a leaf and ball paired opposite each other on a vine (e.g. f. 284), but more frequently by pairs of motifs' (Scott, 1996, p. 22). Border Artist G: ff. 287r-294v. Scott describes the work of this artist as being some of the 'uglier work' in the manuscript. His style is characterised by 'daisy-buds on some initials (e.g. ff. 287r, 288r), a group of three buds or leaves from one flower (e.g. f. 288), variant white designs on initial grounds, much use of three dot design, and gold balls attached to the vine'. Scott also notes that the hand uses green tint on some pen squiggles (Scott, 1996, p. 22). Early use of green tint on pen squiggles is also found in a provincial context in the work of Border Artist B in London, British Library, MS Additional 37787, a textually related north Worcestershire manuscript. Border Artist G1: ff. 295r-310v, 323r, 327r-350v, 353r, 356r, 359r-393v (Doyle, 1987, pl. XV), 396r, 397r. It is thought that this artist was trained by Border Artist G. However, Scott sees some differences in technique; she writes that he 'differs from his mentor in two respects: he does not use green, and his partial borders have, at first, mainly smaller rounded leaf shapes, rather than the trefoil shapes of G's work. G1 made the majority of the tally initials. G1 began his second stint in the middle of a quire and on a leaf (f. 323r) started by Border Artist F, and later G1 and F worked together on a quire between ff. 351r-358v' (Scott, 1996, pp. 22–23). Border Artist G2: ff. 311r-318; 399r-411v. Scott sees this as another amateurish artist and describes it as being one of the 'rough hands'. His work is characterised by 'sinuous vines on initials with a variety of coloured motifs' (Scott, 1996, p. 23).",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4817,,,Eng poet,MS_Eng_poet_a_1,,,"Illustrator A - : 1. f. 105rb: 'The Annunciation to Mary', with lily pot (faces damaged); 2. f. 105rc, top: 'The Visitation of Elizabeth by Mary'; 3. f. 105rc: 'The angel appearing to Zacharias' (face damaged); 4. f. 105va: 'The birth of John the Baptist' (two faces damaged); 5. f. 105vb: 'The angel reassuring Joseph'; 6. f. 105vc, top: 'The birth of Jesus'; 7. f. 105 vc: 'The angel appearing to the shepherds' (faces damaged). La estorie del Euangelie Only seven miniatures survive for this text although it is thought that others would have decorated the texts contained in the seven leaves now missing from the end of the . A similar sequence is found in the Clopton manuscript which has thirty-three miniatures accompanying the text (the is found in the London, University Library, MS S. V.17 portion of this now tripartite manuscript). The Clopton also has a north Worcestershire dialect and it could share a common exemplar with Vernon (Turville-Petre 1990, p. 31). Each miniature is eight to twelve lines deep and drawn across one column. Frames vary between having one, two, three, or four sides. Euangelie Euangelie Euangelie Characteristics: The figures have flattened body forms, with little modelling of drapery, apart from outlining in black. Faces are modelled to some extent, with those features not damaged rendered in orange-brown (pink on f. 265r); female figures often have rusty coloured hair. Heads or haloes frequently protrude onto the upper frame. The colour range is rose, bright orange, and blue, with landscape features in green. Backgrounds are of stippled gold or coloured with a flower or chainlink design in white, and two scenes (f. 105vb and c bottom) show the narrow foreground with a hilly landscape and stylised trees.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4817,,,Eng poet,MS_Eng_poet_a_1,,,"Diagrammatic text entitled 'Pater Noster in a table ypeynted' in the list of contents. The Pater Noster is presented in the form of a grid with the seven petitions of the Pater Noster presented in relation to the seven gifts of the spirit, the seven virtues and their contrary virtues (f. 231v, Doyle, 1987, pl. XIII; Henry, 1990, opp. p. 90).",diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4822,,,Eng poet,MS_Eng_poet_d_200,,,Red initials and paragraph marks.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4828,,,Eng poet,MS_Eng_poet_e_15,,,Good initials. ( iii. 1001) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_4834,,,Eng th,MS_Eng_th_c_57,,,Blue initials with red flourishes.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4835,,,Eng th,MS_Eng_th_c_58,,,Plain blue initials.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4838,,,Eng th,MS_Eng_th_d_36,,,Red and blue initials with penwork. Smaller plain blue initials.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4841,,,Eng th,MS_Eng_th_e_181,,,Decorated initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4843,,,Eng th,MS_Eng_th_f_39,,,Spaces for initials left blank.,unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4844,,,Fairfax,MS_Fairfax_10,,"Good border, initial (with royal arms) in French style, added (?). iii. 661:Pächt and Alexander",Good border.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_4844,,,Fairfax,MS_Fairfax_10,,"Good border, initial (with royal arms) in French style, added (?). iii. 661:Pächt and Alexander",Good initial.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
