metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: partID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
_addition_10,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",part,,,There are notes on the first folio of each quire indicating its extent.,,,,,,,,,,,,,,,,,
_addition_12,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",part,,,"A later hand has added notes regarding content in Greek and Latin on ff. 142r, 143r and 155v.",142r; 143r; 155v,142r 143r 155v,142r 143r 155v,,,,,,,,,,,,,,
_addition_14,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",part,,,A later hand has added a note regarding content in Greek on f. 157v.,f. 157v,157v,157v,,,,,,,,,,,,,,
_addition_16,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",part,,,"As part of the original production of this part, marginal section numbers to part of the text have been in red ink, and the scribe has placed small guide letters in brown ink further out into the margin to indicate which should appear where. There are marginal ση(μείωσαι) marks highlighting notable passages.",,,,,,,,,,,,,,,,,
_addition_17,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",part,,,There are occasional brief annotations in Greek by a later hand.,,,,,,,,,,,,,,,,,
_addition_18,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",part,,,A note in Latin on f. 185v records that this is the end of the description of the present building.,f. 185v,185v,185v,,,,,,,,,,,,,,
_addition_19,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",part,,,There is a note on the first folio of the quire indicating its extent.,,,,,,,,,,,,,,,,,
_addition_2,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00076-00043,"There are a series of notes on f. [iv] verso, apparently handwriting practice, including the repetition of the name William Harrington and references to Gonville and Caius College.",f. [iv] verso,[iv] verso,[iv] verso,,,,,,,,,,,,,,
_addition_21,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",part,,,On f. 206r some corrections have been added and replacement text written on a strip of paper repairing damage by a later hand.,f. 206r,206r,206r,,,,,,,,,,,,,,
_addition_22,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",part,,,There are frequent marginal annotations in Greek and Latin.,,,,,,,,,,,,,,,,,
_addition_23,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",part,,,"There are frequent marginal annotations in Greek and Latin, including a note of content and replacement of text lost to damage on f. 220r.",f. 220r,220r,220r,,,,,,,,,,,,,,
_addition_4,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",part,,,"As part of the original production of the manuscript, the scribe has added marginal annotations in red ink, as well as corrections in brown ink.",,,,,,,,,,,,,,,,,
_addition_5,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",part,,,Later hands have added occasional headings and annotations in Greek.,,,,,,,,,,,,,,,,,
_addition_6,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",part,,,Marginal chapter numbers in Latin have been added to some but not all chapters.,,,,,,,,,,,,,,,,,
_addition_7,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",part,,,There are a notes in Latin on ff. 41v and 66v regarding the relationship of the portion of the text in this copy to that in the following Part IV of the manuscript.,41v; 66v,41v 66v,41v 66v,,,,,,,,,,,,,,
_addition_9,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43",part,,,Later hands have added annotations in Greek and Latin. One of these hands has added the word Τέλος marking the end of a text and a heading for the following text on f. 138v.,f. 138v,138v,138v,,,,,,,,,,,,,,
_addition_1,manuscript_11866,,,"Cambridge, Gonville and Caius College, MS 77/44",manuscript,,MS-GONVILLE-AND-CAIUS-00077-00044,"As part of the original production of the manuscript, numbers identifying sections have been written in the margins, in red ink.",,,,,,,,,,,,,,,,,
_addition_2,manuscript_11866,,,"Cambridge, Gonville and Caius College, MS 77/44",manuscript,,MS-GONVILLE-AND-CAIUS-00077-00044,"Running numbers appear in the upper margin of the recto folio, identifying the current book of the current work, possibly also original to the production of the manuscript.",,,,,,,,,,,,,,,,,
_addition_3,manuscript_11866,,,"Cambridge, Gonville and Caius College, MS 77/44",manuscript,,MS-GONVILLE-AND-CAIUS-00077-00044,There are occasional marginal annotations by a later hand in Greek and Latin.,,,,,,,,,,,,,,,,,
_addition_4,manuscript_11866,,,"Cambridge, Gonville and Caius College, MS 77/44",manuscript,,MS-GONVILLE-AND-CAIUS-00077-00044,The letter Z is marked on the outside of the left cover and on f. [i] recto.,the outside of the left cover; f. [i] recto,"left cover, outside [i] recto","left cover, outside [i] recto",,,,,,,,,,,,,,
_addition_5,manuscript_11866,,,"Cambridge, Gonville and Caius College, MS 77/44",manuscript,,MS-GONVILLE-AND-CAIUS-00077-00044,A note in Latin listing the contents appears on f. [i] recto.,f. [i] recto,[i] recto,[i] recto,,,,,,,,,,,,,,
_addition_6,manuscript_11866,,,"Cambridge, Gonville and Caius College, MS 77/44",manuscript,,MS-GONVILLE-AND-CAIUS-00077-00044,"On f. [i] recto is a note of donation by John Caius: Collegio suo de Gonville et Caius in Cantabrigia, Joannes Caius dono dedit.",f. [i] recto,[i] recto,[i] recto,,,,,,,,,,,,,,
_addition_1,manuscript_11867,,,"Cambridge, Gonville and Caius College, MS 348/541",manuscript,,MS-GONVILLE-AND-CAIUS-00348-00541,"A note of donation to Gonville and Caius College, in the hand of John Caius (1510-1573Caius, John, 1510-1573 appears on f. 2v: Collegio de Goneville et Caius, Gulielmus Mowse Legum Doctor dono dedit 1571.",f. 2v,2v,2v,,,,,,,,,"John Caius (1510-1573; Caius, John, 1510-1573",,,,,
_addition_2,manuscript_11867,,,"Cambridge, Gonville and Caius College, MS 348/541",manuscript,,MS-GONVILLE-AND-CAIUS-00348-00541,Richard Brinkley has written his surname on p. 97: bryngkelei; and added a note on p. 113 regarding the erroneous numbering of Quire 8 by the signature in Arabic numerals: Here xwld be no qweyr of the numbyr of 8 for her ys all q Fr. Ric. Brinkeley.,p. 97; p. 113,97 113,97 113,,,,,,,,,,,,,,
_addition_3,manuscript_11867,,,"Cambridge, Gonville and Caius College, MS 348/541",manuscript,,MS-GONVILLE-AND-CAIUS-00348-00541,"There are occasional brief marginal annnotations in Greek (e.g. pp. 5, 7, 34).",5; 7; 34,5 7 34,5 7 34,,,,,,,,,,,,,,
_addition_4,manuscript_11867,,,"Cambridge, Gonville and Caius College, MS 348/541",manuscript,,MS-GONVILLE-AND-CAIUS-00348-00541,"On pp. 3-4 and 190, lines 1-5 an interlinear transliteration of the text into Latin script has been added, following the modern Greek pronunciation. On p. 190, line 16-p. 191 interlinear transcriptions of some words or parts of words have been added, possibly by the same hand.","3-4; 190, lines 1-5; p. 190, line 16-p. 191",3 190 190,4 190 191,,,,,,,,,,,,,,
_addition_5,manuscript_11867,,,"Cambridge, Gonville and Caius College, MS 348/541",manuscript,,MS-GONVILLE-AND-CAIUS-00348-00541,"Latin translations of a few words, marked in the text with paraph symbols, have been added in the margins on pp. 208-210.",pp. 208-210,208.0,210.0,,,,,,,,,,,,,,
_addition_6,manuscript_11867,,,"Cambridge, Gonville and Caius College, MS 348/541",manuscript,,MS-GONVILLE-AND-CAIUS-00348-00541,"Psalm numbers in Arabic numerals have occasionally been added at the beginning of the Psalm (e.g. pp. 159, 165-166). The beginning of some of the Odes have been marked with their customary Latin names (pp. 240, 242) or with book and chapter references to the original source of the text (pp. 257-258).",159; 165-166; 240; 242; pp. 257-258,159 165 240 242 257,159 166 240 242 258,,,,,,,,,,,,,,
_addition_1,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582",part,,,"On f. i recto there is a note concerning the donation of the manuscript to the College by John Caius: Collegio suo de Goneville | et Caius in Cantabrigia, | Joannes Caius dono dedit.",f. i recto,i recto,i recto,,,,,,,,,,,,,,
_addition_2,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582",part,,,"On f. i verso, by John Caius' hand, there is a small table of contents of this part of the manuscript and a note signalling that a list of the contents of the following parts of the manuscript is to be found on f. 92r.",f. i verso; f. 92r,i verso 92r,i verso 92r,,,,,,,,,,,,,,
_addition_3,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582",part,,,"On f. 94r, perpendicularly to the direction of script in the other leaves of the manuscript, are written some notes in Greek, they are corrections to the text, probably by John Caius. Ff. 92-93 and 94-95 are two bifolia added to this part of the manuscript by John Caius. Ff. 93-94, in particular, formed a single leaf which has been folded, as is shown by the notes written on it transversa charta.",f. 94r; 92-93; 94-95,94r 92r 94r,94r 93v 95v,,,,,,,,,,,,,,
_addition_5,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582",part,,,Three lines of notes on f. 142v have been erased.,f. 142v,142v,142v,,,,,,,,,,,,,,
_addition_1,manuscript_11869,,,"Cambridge, Gonville and Caius College, MS 360/587 ",part,,,"On f. [i] recto there is a note by John Caius concerning the donation of the manuscript to the College: Collegio suo de Goneville | et Caius in Canta|brigia, Joannes Caius | dono dedit.",f. [i] recto,[i] recto,[i] recto,,,,,,,,,,,,,,
_addition_2,manuscript_11869,,,"Cambridge, Gonville and Caius College, MS 360/587 ",part,,,"On f. [i] verso there is a note in black ink by John Caius about the contents of the whole manuscript, saying also that the pagination of part II continues that of another manuscript containing the same text (namely MS Cambridge, Gonville and Caius College, 47/24, see Nutton 1987, p. 65): Hoc in libro continentur | Galeni libri | περὶ στοιχεῖων βιβλ. β΄ | usque ad folium 85 | περὶ φυσικῶν δυνάμεων, βιβλ. γ΄ | usque ad folium 290 | περὶ θεραπευτικῆς μεθοδοῦ, | βιβλ. η΄ μετὰ ἡμίσεως τοῦ ἕκτου | per reliquum librum cuius | foliorum numeri, numeris respondent | alterius eius argumenti voluminis.",f. [i] verso,[i] verso,[i] verso,,,,,,,,,,,"Cambridge, Gonville and Caius College, 47/24, ; Nutton 1987",,"Cambridge, Gonville and Caius College, 47/24",https://cudl.lib.cam.ac.uk/view/MS-GONVILLE-AND-CAIUS-00047-00024/1
_addition_3,manuscript_11869,,,"Cambridge, Gonville and Caius College, MS 360/587 ",part,,,"In the upper margin of p. 1:1 were written, it seems, by John Caius, the titles of the two works of Galen contained in part I of the manuscript.",p. 1:1,1:1,1:1,,,,,,,,,,,,,,
_addition_4,manuscript_11869,,,"Cambridge, Gonville and Caius College, MS 360/587 ",part,,,"On p. 1:83 is written a Latin title for the works by Galen which follow on pp. 1:85-1:288: Galeni de naturalibus facultatibus, libri tres.",p. 1:83,1:83,1:83,,,,,,,,,,,,,,
_addition_5,manuscript_11869,,,"Cambridge, Gonville and Caius College, MS 360/587 ",part,,,"On p. 1:290 there is a note by John Caius, describing the contents of Part II of the manuscript: Libri Galeni 8to postremi | cum bona parte sexti, de me|dendi methodo. Cuius operis | quinque primi libri, cum bona parte | sexti continentur seorsum in | alio volumine maiori et | antiquiori. Cuius ultimae paginae numerus est 160.",p. 1:290,1:290,1:290,,,,,,,,,,,,,,
_addition_7,manuscript_11869,,,"Cambridge, Gonville and Caius College, MS 360/587 ",part,,,"In the margins there are notes in Latin throughout (see e.g. pp. 2:345, 2:386), in the same brown ink of the text: maybe they were written by hand C as well.",2:345; 2:386,2:345 2:386,2:345 2:386,,,,,,,,,,,,,,
_addition_1,manuscript_11870,,,"Cambridge, Gonville and Caius College, MS 403/412",manuscript,,MS-GONVILLE-AND-CAIUS-00403-00412,"In the upper margin of p. 1 there is a note of ownership of the Franciscan House in Oxford, written in brown ink (see Provenance). In the upper margin, in a black ink, is written the number 14. The number 94 is written in brown ink in the left margin. In the frame, which probably should have contained a decorated headpiece, is written a note concerning the donation to Gonville and Caius College (see Acquisition). In the right margin has been pasted a paper strip with a Greek alphabet written vertically. In the right margin, near the space left for the headpiece, Quatuor Evangelia scripta 1806.",p. 1,[1],[1],,,,,,,,,,,,,,
_addition_2,manuscript_11870,,,"Cambridge, Gonville and Caius College, MS 403/412",manuscript,,MS-GONVILLE-AND-CAIUS-00403-00412,"In the right margin of p. [303], in a light brown ink, is written the name mg Bryngkeley. On p. 470, after the end of the Gospel of John, is written, by another hand, in a light brown ink, the name Βρηνκελει διδασκαλως . In both cases this is Richard Brinkley, the Cambridge Franciscan who received the manuscript on loan in the early 16th c.",p. [303]; p. 470,[303] [470],[303] [470],,,,,,,,,,,,,,
_addition_3,manuscript_11870,,,"Cambridge, Gonville and Caius College, MS 403/412",manuscript,,MS-GONVILLE-AND-CAIUS-00403-00412,"There are notes in the margins throughout by a later hand, in Latin, indicating the beginning of chapters, see e.g. p. 47.",p. 47,47.0,47.0,,,,,,,,,,,,,,
_addition_1,manuscript_11871,,,"Cambridge, Gonville and Caius College, MS 495/264",part,,,"On f. [iv] recto there is a note concerning the donation of the manuscript to the College by John Caius (see Acquisiton for transcription). Over the note are pasted two paper labels: the first reports the number of the MS in E. Bernard, Catalogi librorum manuscriptorum Angliae et Hiberniae (Oxford, 1697), 1010, the second the shelfmark, 495.",f. [iv] recto,[iv] recto,[iv] recto,,,,,,,,,,,"E. Bernard, Catalogi librorum manuscriptorum Angliae et Hiberniae (Oxford, 1697)",,,
_addition_1,manuscript_11872,,,"Cambridge, Gonville and Caius College, MS 500/382",manuscript,,MS-GONVILLE-AND-CAIUS-00500-00382,"As part of the original production of the manuscript, the scribe has added marginal ση(μείωσαι) marks to hghlight notable passages, and there are occasional marginal numbers or other marks for sub-sections of particular passages.",,,,,,,,,,,,,,,,,
_addition_2,manuscript_11872,,,"Cambridge, Gonville and Caius College, MS 500/382",manuscript,,MS-GONVILLE-AND-CAIUS-00500-00382,"There are marginal notes of variant readings, frequent in the early folios.",,,,,,,,,,,,,,,,,
_addition_3,manuscript_11872,,,"Cambridge, Gonville and Caius College, MS 500/382",manuscript,,MS-GONVILLE-AND-CAIUS-00500-00382,There is a note of the total number of folios on f. [490]v.,f. [490]v,[490]v,[490]v,,,,,,,,,,,,,,
_addition_1,manuscript_11873,,,"Cambridge, Gonville and Caius College, MS 596/455",manuscript,,MS-GONVILLE-AND-CAIUS-00596-00455,"Another hand wrote notes in the lower margins of ff. 105v-107v, to indicate the correct order of the text (bifolium 106-107 erroneously bound inside out, see Condition).",ff. 105v-107v,105v,107v,,,,,,,,,,,,,,
_addition_2,manuscript_11873,,,"Cambridge, Gonville and Caius College, MS 596/455",manuscript,,MS-GONVILLE-AND-CAIUS-00596-00455,"On the left pastedown is written the present shelfmark, 596 in brown ink; below Printed Cat. 1036, with the number of the manuscript in E. Bernard, Catalogi Manuscriptorum Angliae et Hiberniae, Oxoniae 1697; the number 1036 is written also on f. [I] recto.",left pastedown; f. [I] recto,"left cover, inner [I] recto","left cover, inner [I] recto",,,,,,,,,,,"E. Bernard, Catalogi Manuscriptorum Angliae et Hiberniae, Oxoniae 1697",,,
_addition_3,manuscript_11873,,,"Cambridge, Gonville and Caius College, MS 596/455",manuscript,,MS-GONVILLE-AND-CAIUS-00596-00455,"On ff. [I] recto and II recto a table of contents of the manuscript is written in Greek, with references to the foliation; the same hand (John Caius?) wrote annotations in Greek and Latin on f. [VIII] verso: the last one mentions John Caius, suo dono Johanni Caii.",[I] recto; II recto; f. [VIII] verso,[I] recto II recto VIII verso,[I] recto II recto VIII verso,,,,,,,,,,,,,,
_addition_1,manuscript_11875,,,"Cambridge, Gonville and Caius College, MS 716/63",part,,,"As part of the original production of the manuscript, the scribe has added occasional marginal annotations, section numbers and ση(μείωσαι) and ὠρ(αῖος) marks to highlight notable passages.",,,,,,,,,,,,,,,,,
_addition_2,manuscript_11875,,,"Cambridge, Gonville and Caius College, MS 716/63",part,,,"A later Greek hand has added sequential numbers for the individuals texts in the margin beside the beginning of each, after the second oration, where this information was included by the original scribe (f. 2v).",f. 2v,2v,2v,,,,,,,,,,,,,,
_addition_3,manuscript_11875,,,"Cambridge, Gonville and Caius College, MS 716/63",part,,,"There are occasional annotations in Greek by later hands, including the word διάκονον written repeatedly in monocondylion on ff. 26v-27r.",ff. 26v-27r,26v,27r,,,,,,,,,,,,,,
_addition_4,manuscript_11875,,,"Cambridge, Gonville and Caius College, MS 716/63",part,,,"Oration numbers in Arabic numerals, in pencil, have been added beside the beginning of each text.",,,,,,,,,,,,,,,,,
_addition_6,manuscript_11875,,,"Cambridge, Gonville and Caius College, MS 716/63",part,,,"There is a note by the hierodiakonos (priest and monk) Michael on f. 65r: Ἰησοῦ Χριστός· ὁ Θεὸς ἡμῶν βοῆθε την δούλον σου· Μιχαὴλ ιεροδιάκονον , and occasional notes in Greek by other hands.",f. 65r,65r,65r,,,,,,,,,,,,,,
_addition_1,manuscript_11879,,,"Cambridge, Gonville and Caius College, MS 781/819",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00781-00819,"Notes by the Biblical scholar Henry Barclay Swete (1835-1917) Swete, Henry Barclay, 1835-1917 are written on f. [ii] recto: H. B. Swete Ashdon, Essex. (Postal address: Ashdon, Linton, Cambridgeshire); Numbered by Dr Scrivener 736 and described by him Introduction (ed. 3, 1883) app. p. xxiii. Examined by Dr C. R. Gregory (Oct 1883), whose letter is inserted opposite to Dr Scrivener's description in my copy of the Introduction. Assigned by Scrivener to century XI or XII. Mr E. M. Thompson would put it two centuries later. H. B. S.; Numbered by Gregory Evan. 718 (Prolegomena p. 573) and by von Soden, ε 352 (p. 177)",f. [ii] recto,[ii] recto,[ii] recto,,,,,,,,,"Henry Barclay Swete (1835-1917); Swete, Henry Barclay, 1835-1917",,,,,
_addition_3,manuscript_11879,,,"Cambridge, Gonville and Caius College, MS 781/819",part,,,"As part of the original production of the manuscript, lection information has been included in the main sequence of text between lections, including ἀρχή and τέλος marks and the introductory phrases for each lection, in red ink. The scribe has sometimes placed further lection information in the margins (e.g ff. 9r, 11r, 130v-131r, 184r-185r). Ammonian section numbers have been marked in the margins in red ink.",9r; 11r; 130v-131r; 184r-185r,9r 11r 130v 184r,9r 11r 131r 185r,,,,,,,,,,,,,,
_addition_4,manuscript_11879,,,"Cambridge, Gonville and Caius College, MS 781/819",part,,,"There are numerous marginal annotations, primarily regarding lections but also including other variant readings, by a number of other hands.",,,,,,,,,,,,,,,,,
_addition_6,manuscript_11879,,,"Cambridge, Gonville and Caius College, MS 781/819",part,,,"As part of the original production of the manuscript, lection information has been included in the main sequence of text between lections, including ἀρχή and τέλος marks and the introductory phrases for each lection, in red ink.",,,,,,,,,,,,,,,,,
_addition_7,manuscript_11879,,,"Cambridge, Gonville and Caius College, MS 781/819",part,,,"A later hand has added two lines of verse on f. 256v: Τῆ φιλοπράγμονι δεξιᾶ τὴν ζωοπάροχόν σου πλευρᾶν Ὁ Θωμᾶς ἐξηρεύνησε Χριστὲ ὁ Θεός (Romanos the Melode, Hymn 46, Prooimion I, lines 1-2 (TLG 2881.001)). Another hand has copied these lines below, and added the word καλεστος. This may represent the name Kallistos, perhaps the name of the writer of this note.",f. 256v,256v,256v,,,,,,,,,,,,,,
_addition_1,manuscript_11880,,,"Cambridge, Gonville and Caius College, MS 788/791 ",manuscript,,MS-GONVILLE-AND-CAIUS-00788-00791,"In the upper margin, left, of f. [1]r is pasted a paper label with manuscript notes about the manuscript's acquisition, Sothebys Lot. 1409 | 1/2/73 Gelasius of Cyzicum ? | Acts of the Nicene Council (in Greek), and a paper strip with printed notes (from Sotheby's sale as well), 1409 Nicaeensis Concilii Acta, Graece, Manuscript, Saec. XVI.",f. [1]r,[1]r,[1]r,,,,,,,,,,,,,,
_addition_1,manuscript_11881,,,"Cambridge, Gonville and Caius College, MS 790/812",manuscript,,MS-GONVILLE-AND-CAIUS-00790-00812,"On f. [1]r there are some notes in pencil, probably by a librarian: Isaac Syrus Logoi | MS | Manuscript | Greek, XVII s. (in a blue pencil).",f. [1]r,[1]r,[1]r,,,,,,,,,,,,,,
_addition_2,manuscript_11881,,,"Cambridge, Gonville and Caius College, MS 790/812",manuscript,,MS-GONVILLE-AND-CAIUS-00790-00812,On f. [160]v Hand a wrote a note in Greek mentioning a monastery τοῦ τιμίου προδρόμου,f. [160]v,[160]v,[160]v,,,,,,,,,,,,,,
_addition_1,manuscript_11882,,,"Cambridge, King's College, MS 10",manuscript-composite,,MS-KINGS-00010,"On the left pastedown there are modern pencil annotations: the shelfmark MS. 10 and 26.A.3, as well as an annotation concerning the donation of the manuscript to the College by John Pearson (see History), preceded by the signature, 10, in a brown ink.",left pastedown,"left cover, inner","left cover, inner",,,,,,,,,,,,,,
_addition_3,manuscript_11882,,,"Cambridge, King's College, MS 10",part,,,On f. 1:1r there are scattered notes and pen trials in Latin and in Greek. The shelfmark 10 is present as well.,f. 1:1r,1:1r,1:1r,,,,,,,,,,,,,,
_addition_4,manuscript_11882,,,"Cambridge, King's College, MS 10",part,,,On f. 1:19v the beginning of the Nicene Creed is written three times in Greek by an anonymuous annotator.,f. 1:19v,1:19v,1:19v,,,,,,,,,,,,,,
_addition_5,manuscript_11882,,,"Cambridge, King's College, MS 10",part,,,"On f. 1:20v there is a long annotation (10 lines) in modern Greek written in Latin alphabet; the hand seems the same who wrote annotations in Latin on f. 1:1r. On this text, with a transcription and translitteration in Greek, see Κακουλίδη 1959. It is a dialogue between two persons, a master and an exorcist.",f. 1:20v; f. 1:1r,1:20v 1:1r,1:20v 1:1r,,,,,,,,,,,Κακουλίδη 1959,,,
_addition_7,manuscript_11882,,,"Cambridge, King's College, MS 10",part,,,"On the lower edge of f. 2:106v there is a note in Italian written upside down, Messer Francesco salutovi tamen (?) sapiate, come hanno roto la casa vostra.",f. 2:106v,2:106v,2:106v,,,,,,,,,,,,,,
_addition_8,manuscript_11882,,,"Cambridge, King's College, MS 10",part,,,"On the lower edge of f. 2:111r there is a note in Latin, written upside down, where the name Mr. Gotherne can be read ( James 1898, p. 20).",f. 2:111r,2:111r,2:111r,,,,,,,,,,,James 1898,,,
_addition_9,manuscript_11882,,,"Cambridge, King's College, MS 10",part,,,"On f. 2:112v there are some Greek memoranda, citing the dates of 18 February and 9 April 1632, with a list of names and quantities: probably accounts.",f. 2:112v,2:112v,2:112v,,,,,,,,,,,,,,
_addition_1,manuscript_11883,,,"Cambridge, King's College, MS 20",manuscript,,MS-KINGS-00020,"On the left pastedown and on f. [i] recto there are annotations, by later librarians, indicating the shelfmark of the manuscript.",left pastedown; f. [i] recto,"left cover, inner [i] recto","left cover, inner [i] recto",,,,,,,,,,,,,,
_addition_1,manuscript_11884,,,"Cambridge, King's College, MS 23",manuscript,,MS-KINGS-00023,"On f. [iii] verso there is a Latin title for the work: Theonis Smyrnaei platonici de iis, quae sunt utilia mathematico ad lectionem Platonis.",f. [iii] verso,[iii] verso,[iii] verso,,,,,,,,,,,,,,
_addition_2,manuscript_11884,,,"Cambridge, King's College, MS 23",manuscript,,MS-KINGS-00023,"On f. 94v there is a Greek annotation, by another hand, Λόγων ἐνθάδε ποταμὸς νοῦ δὲ σταλάγμος.",f. 94v,94v,94v,,,,,,,,,,,,,,
_addition_3,manuscript_11884,,,"Cambridge, King's College, MS 23",manuscript,,MS-KINGS-00023,"A later hand wrote on f. [i] recto a note concerning the quality of the script, Haec est pulcra manus, sed qui sic iudicet errat, nam fuerant istaec carmina scripta pede.",f. [i] recto,[i] recto,[i] recto,,,,,,,,,,,,,,
_addition_4,manuscript_11884,,,"Cambridge, King's College, MS 23",manuscript,,MS-KINGS-00023,"On the left pastedown is written the shelfmark of the manuscript, which is also written (only the number 23) in the upper margin, right, of f. 1r.",left pastedown; f. 1r,"left cover, inner 1r","left cover, inner 1r",,,,,,,,,,,,,,
_addition_1,manuscript_11885,,,"Cambridge, King's College, MS 45",manuscript,,MS-KINGS-00045,"There are corrections by later hands, including one which substantially expands the text (e.g. ff. 11r, 22v, 35v)",11r; 22v; 35v,11r 22v 35v,11r 22v 35v,,,,,,,,,,,,,,
_addition_2,manuscript_11885,,,"Cambridge, King's College, MS 45",manuscript,,MS-KINGS-00045,"There are a number of notes in various hands giving the names of those added them. One on f. 12r gives the name of the hieromonachos Anthimos Anthimos, hieromonachos : Ἀνθημοὺ ἡερομονᾶχου. Another appears on f. 65v, giving a name which is partially illegible but may be Zacharias Zacharias : Μνησθήτι Κύριε καὶ συνχόρι τὴν ψυχὴν τοῦ δούλου σου Ζαχ αρίου . A note on f. 68r dated 14 March 1561 was written by one Theodoros, whose surname was perhaps Gokatan Gokatan, Theodoros : 1561 μηνὶ Μαρτίου ιδʹ ἡμέρα Παρασκευὶ ἀναγνώστιτη τῶ παρῶν ὑπὸ στῶματι ἐμοῦ Θεοδώρου του ταπυνου κε τῶ γοκατάν. The name Theodoros appears in another on note f. 175r, though the context is unclear: Του ωυσιου καὶ Θεοδορου πα. One on f. 177v gives the name of Georgios Roumeliotes Roumeliotes, Georgios : Γεὡργὴς Ρουμὲληὼτὴς αυτὼ κρασώβω δὶδαχη τοὺ [.10..] καὶ ελησιοὺ. Another on f. 182r gives the name of Kostas Pelemonetas Pelemonetas, Kostas : Μνῆσθητι Κύριε καὶ σιχορητόν τὴν ψυχην του δοῦλου σου Κὀστά του Πελεμονητα.",f. 12r; f. 65v; f. 68r; f. 175r; f. 177v; f. 182r,12r 65v 68r 175r 177v 182r,12r 65v 68r 175r 177v 182r,,,,,,,,,"hieromonachos Anthimos; Anthimos, hieromonachos; Zacharias; Zacharias; Theodoros, whose surname was perhaps Gokatan; Gokatan, Theodoros; Georgios Roumeliotes; Roumeliotes, Georgios; Kostas Pelemonetas; Pelemonetas, Kostas",,,,,
_addition_3,manuscript_11885,,,"Cambridge, King's College, MS 45",manuscript,,MS-KINGS-00045,"There are other occasional marginal annotations by later hands (e.g. ff. 28r, 33v, 49v, 64r-66r).",28r; 33v; 49v; 64r-66r,28r 33v 49v 64r,28r 33v 49v 66r,,,,,,,,,,,,,,
_addition_1,manuscript_11888,,,"Cambridge, Pembroke College, MS 288",manuscript,,MS-PEMBROKE-00288,"Most openings, but not all, have been marked with a pair of identical Greek letters in the lower right-hand corner of both verso and recto. These form a single alphabetical sequence through the volume. Where they are absent from an opening, the sequence resumes with the letter following the last one present.",,,,,,,,,,,,,,,,,
_addition_1,manuscript_11889,,,"Cambridge, Pembroke College, MS 291",manuscript,,MS-PEMBROKE-00291,"The manuscript is extensively annotated in the margins throughout, and on the flyleaf f. ii verso and the inserted slips ff. 10a recto and 18a recto by a single hand in Greek and Latin, in brown ink. This hand proposes numerous corrections to the text, underlining the relevant words or passages, and gives references for Biblical citations, as well as adding commentary.",f. ii verso; 10a recto; 18a recto,ii verso 10a recto 18a recto,ii verso 10a recto 18a recto,,,,,,,,,,,,,,
_addition_2,manuscript_11889,,,"Cambridge, Pembroke College, MS 291",manuscript,,MS-PEMBROKE-00291,A note on f. ii recto gives the date Anno 1628.,f. ii recto,ii recto,ii recto,,,,,,,,,,,,,,
_addition_3,manuscript_11889,,,"Cambridge, Pembroke College, MS 291",manuscript,,MS-PEMBROKE-00291,"On f. 186r (the inside of the former cover), another hand has added Sum John J. Thes for.",f. 186r,186r,186r,,,,,,,,,,,,,,
_addition_4,manuscript_11889,,,"Cambridge, Pembroke College, MS 291",manuscript,,MS-PEMBROKE-00291,"There are various jottings and pen trials on this cover, including on f. 186v the name William Daniels (?).",f. 186v,186v,186v,,,,,,,,,,,,,,
