metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit
_binding_1,manuscript_11853,,,"Cambridge, Fitzwilliam Museum, MS Charles Fairfax Murray 30","Late 15th-century Italian full leather binding over wooden boards. Supported sewing with alum tawed skin supports. Traces of cord suggest that the book may have been resewn on cord and the previous supports kept on the spine. Both boards and the spine are decorated with blind tooling. Board attachment may be by laced-in slips. There are plain pastedowns and separate sewn endleaves of a later date. The metal catchplate of a fastening survives on the right boards, with a small remnant of the strap on the left board.; 215 150 33",There is cracking to the leather covering of the spine.,,,,1492,1499,,gregorian,215.0,215.0,215.0,150.0,150.0,150.0,33.0,33.0,33.0,mm
_binding_1,manuscript_11854,,,"Cambridge, Fitzwilliam Museum, MS Charles Fairfax Murray 7","Rebound by S.M. Cockerell in July 1980, the process described by the printed note pasted to the right pastedown. Quarter leather binding over millboards. Marbled paper covers with vellum tips, and plain pastedowns. The classmark is tooled in gold on a leather patch on the left board.; 280 209 14",There is cracking to the leather covering of the spine.,,,1980-07-01,1980-07-01,1980-07-01,,gregorian,280.0,280.0,280.0,209.0,209.0,209.0,14.0,14.0,14.0,mm
_binding_1,manuscript_11855,,,"Cambridge, Fitzwilliam Museum, MS McClean 1","Full leather binding by Zaehnsdorf, 1903, as indicated by a gold-tooled note inside the left board, with parchment pastedowns. Both boards have decorative gold tooling on the inner face and blind tooling on the outer faces and edges. There is decorative blind tooling on the spine, along with the gold-tooled text Evangelistarium Greek uncials seculum IX. The edges have been painted red.; 320 263 60",,,,1903,1903,1903,,gregorian,320.0,320.0,320.0,263.0,263.0,263.0,60.0,60.0,60.0,mm
_binding_1,manuscript_11856,,,"Cambridge, Fitzwilliam Museum, MS McClean 2","19th-century full leather binding over millboards, hollow back, sewn with cord on recessed supports. Boards are attached with laced-in slips.; 264 205 47","The left inner joint is fully split, the right inner joint is partially split, and the tailband is partially detached. There is slight pest damage to the left board.",,,,1800,1899,,gregorian,264.0,264.0,264.0,205.0,205.0,205.0,47.0,47.0,47.0,mm
_binding_1,manuscript_11857,,,"Cambridge, Fitzwilliam Museum, MS McClean 3","19th-century binding, hollow back, sewn with cord on recessed supports, with purple velvet covering over millboards, parchment pastedowns.; 168 129 40",Both endbands are partially split.,,,,1800,1899,,gregorian,168.0,168.0,168.0,129.0,129.0,129.0,40.0,40.0,40.0,mm
_binding_1,manuscript_11858,,,"Cambridge, Fitzwilliam Museum, MS McClean 4","19th-century binding, hollow back, sewn with cord on recessed supports, with red velvet covering over millboards, parchment pastedowns.; 337 270 51","Both endbands are partially split, in line with a preferential opening between ff. 72-73.",,,,1800,1899,,gregorian,337.0,337.0,337.0,270.0,270.0,270.0,51.0,51.0,51.0,mm
_binding_1,manuscript_11859,,,"Cambridge, Fitzwilliam Museum, MS 3-1955","17th-century full leather binding over millboards, with supported sewing on cord and separate sewn endleaves. Both boards are decorated with blind tooling, including large stamps with figurative and non-figurative designs. These designs include a lion and unicorn fighting under two crowns, two beasts fighting in the air over a city, and a seal, now heavily worn, with its inscription illegible and central image lost.; 208 154 23",Both endbands are worn.,,,,1654,1699,,gregorian,208.0,208.0,208.0,154.0,154.0,154.0,23.0,23.0,23.0,mm
_binding_1,manuscript_11860,,,"Cambridge, Fitzwilliam Museum, MS 325","Early modern western binding (it is located in Flanders ca. 1520 in Wormald-Giles 1982, p. 315). Full leather cover, with reuse of previous leather, over millboards. Blind tooling on both boards: a geometrical pattern of a frame of four fillets, with a central rectangle filled with a border composed of stems with fruits and dragons; in the centre a vegetal motif with nuts. Gauffered edges. 140 90 ca. 25","Rebacked, parts of a previous leather covering have been used.",,,,1450,1599,,gregorian,140.0,140.0,140.0,90.0,90.0,90.0,25.0,25.0,25.0,mm
_binding_1,manuscript_11863,,,"Cambridge, Gonville and Caius College, MS 47/24 ","Western modern binding. Full leather cover over millboard. Two pieces from the previous leather cover are pasted on both boards. The original cover had blind tooling, a double frame containing a rhombus, with a blind tooled decoration of vegetal and geometrical motifs; it seems to be datable in the 16th c. On the spine are pasted two paper labels with the shelfmarks, 24 (in red) and 47 (in black). ; 355 260 ca. 35",,,,,1800,1999,,gregorian,355.0,355.0,355.0,260.0,260.0,260.0,35.0,35.0,35.0,mm
_binding_1,manuscript_11864,,,"Cambridge, Gonville and Caius College, MS 50/27 ","Modern western binding. Wooden boards; leather on spine and a third of the boards. The leather, which has been reused from the previous binding, shows a blind tooled geometrical decoration with rhombuses and small flowers. On the spine are pasted two paper labels with the two shelfmarks 27 (in red) and 50 (in black). 347 220 ca. 60",The leather is worn.,,,,1700,1950,,gregorian,347.0,347.0,347.0,220.0,220.0,220.0,60.0,60.0,60.0,mm
_binding_1,manuscript_11865,,,"Cambridge, Gonville and Caius College, MS 76/43","19th-century full leather binding over wooden boards attached with laced-in strips, overlaid with reused leather covering material from an earlier binding, decorated with blind tooling. The classmarks 76 and 43 are marked on patches of different date on the spine.; 325 228 51",The headband has been lost and the tailband is almost completely detached.,,,,1800,1899,,gregorian,325.0,325.0,325.0,228.0,228.0,228.0,51.0,51.0,51.0,mm
_binding_1,manuscript_11866,,,"Cambridge, Gonville and Caius College, MS 77/44","16th-century quarter leather binding with parchment cover, the right cover being extended in a flap to wrap around the foredge and outer part of the left cover. Sewn on double raised supports of alum-tawed skin, stained pink. Wound western endbands with a leather core. The leather around the spine is decorated with blind tooling. The classmarks 77 and 44 are marked on patches of different date on the spine.; 318 235 47","Leather covering material has been lost from the head of the spine. The headband and tailband are both split, and the threads of the taliband are worn and becoming unravelled. There is creasing to the parchment covers, and due to shrinking of the parchment, the foredge flap now protrudes outwards.",,,,1500,1573,,gregorian,318.0,318.0,318.0,235.0,235.0,235.0,47.0,47.0,47.0,mm
_binding_1,manuscript_11867,,,"Cambridge, Gonville and Caius College, MS 348/541","20th-century quarter-leather binding by Douglas Cockerell and Son, hollow back, with marbled paper covering over millboards and plain pastedowns. The classmarks 348 and 541 are marked on patches of different date on the spine.; 258 202 47",,,,,1900,1999,,gregorian,258.0,258.0,258.0,202.0,202.0,202.0,47.0,47.0,47.0,mm
_binding_1,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582","Modern binding made in January 1986 by Cockerell Bindery (see note by the binder pasted on the right pastedown, where is also pasted a sample of the previous cover in leather, with blind tooling). Marbled paper cover over millboard; leather on spine. Gold tooling on spine with title Galeni et aliorum opera quaedam. Liber Johannis Caii; two paper labels with the two shelfmarks, 582 and 455, are pasted on it. ; 232 180 33",,,,1986,1986,1986,,gregorian,232.0,232.0,232.0,180.0,180.0,180.0,33.0,33.0,33.0,mm
_binding_1,manuscript_11869,,,"Cambridge, Gonville and Caius College, MS 360/587 ","Western modern binding made by Gray and Sons (Cambridge). Full reverse leather cover over millboard. Two pieces from the previous leather cover are pasted on both boards. The original cover had blind tooling, a double frame, a partitioning of which is filled with arabesque decoration. On the spine are pasted two paper labels with the shelfmarks, 587 (in red) and 360 (in black). ; 218 158 50",,,,,1600,1799,,gregorian,218.0,218.0,218.0,158.0,158.0,158.0,50.0,50.0,50.0,mm
_binding_1,manuscript_11870,,,"Cambridge, Gonville and Caius College, MS 403/412","Early modern western binding. Full leather cover over millboard. Blind tooling on both boards (frame), gold tooling on the boards' edges. On the spine there is gold tooling with title The Four Gospels in Greek, and two paper labels with the two shelfmarks 412 (in red) and 4[0]3 (in black). 210 150 ca. 70-80",Rebacked. Corners covered in new leather.,,,,1700,1899,,gregorian,210.0,210.0,210.0,150.0,150.0,150.0,70.0,70.0,70.0,mm
_binding_1,manuscript_11871,,,"Cambridge, Gonville and Caius College, MS 495/264","Western early modern binding. Full leather cover over couched-laminate boards. Blind tooling on both boards. On the spine are pasted two paper labels with the shelfmarks, 264 and 49 (the last number is missing, the shelfmark is 495). Gold tooling on the boards edges. The edges are coloured in green. ; 330 225 58",The leather is damaged on the edges and where the boards touch the spine.,,,,1600,1799,,gregorian,330.0,330.0,330.0,225.0,225.0,225.0,58.0,58.0,58.0,mm
_binding_1,manuscript_11872,,,"Cambridge, Gonville and Caius College, MS 500/382","18th-century full leather binding over millboards, with plain pastedowns. There is decorative blind tooling on the boards and spine, and gold tooling on the edges. The classmarks 500 and 382 are marked on patches of different date on the spine.; 134 232 98",,,,,1700,1799,,gregorian,314.0,314.0,314.0,232.0,232.0,232.0,98.0,98.0,98.0,mm
_binding_1,manuscript_11873,,,"Cambridge, Gonville and Caius College, MS 596/455","Modern western binding. Full leather cover over millboard. Blind tooling on the boards (a triple line frame), and on the boards' edges. On the spine are pasted two paper labels with the two shelfmarks 455 (in red) and 596. 230 152 30",There are scrape marks on the covers.,,,,1700,1899,,gregorian,230.0,230.0,230.0,152.0,152.0,152.0,30.0,30.0,30.0,mm
_binding_1,manuscript_11875,,,"Cambridge, Gonville and Caius College, MS 716/63","20th-century half leather binding, by D. Cockerell, hollow back, with plain pastedowns. The classmarks 716 and 63 are marked on patches of different date on the spine. Traces of page-marker tabs survive on ff. 33v-35r.; 325 262 61",,,,,1900,1999,,gregorian,325.0,325.0,325.0,262.0,262.0,262.0,61.0,61.0,61.0,mm
_binding_1,manuscript_11879,,,"Cambridge, Gonville and Caius College, MS 781/819","18th or 19th-century binding with red velvet secondary covering over couched-laminate boards and a textile primary covering, with pattened pastedowns. Sewn with cord on recessed supports, with Western-style headband and tailband, boards attached by laced-in strips. The boards are furnished with metal edges fitted with two hinged metal clasps. Pinned to each board is a decorative metal plate, that on the left board depicting the Crucifixion and that on the right board the Resurrection.; 179 141 75","The spine lining is not fully adhered to the spine, and the velvet covering is worn through in places on both joints, principally over the sewing supports.",,,,1700,1899,,gregorian,179.0,179.0,179.0,141.0,141.0,141.0,75.0,75.0,75.0,mm
_binding_1,manuscript_11880,,,"Cambridge, Gonville and Caius College, MS 788/791 ","Early modern soft parchment binding. Titles written in ink on the left board, Account of the Council of Nicaea, and on the spine, Concilium ; on the spine, in the upper part, is written the number Nicaenum Graece 2; on it, moreover, are pasted two papaer labels with the two shelfmarks 791 (in red) and 788. 400 270 ca. 25",The cover is torn at the edges and stained. There are worm holes on the right board.,,,,1600,1799,,gregorian,400.0,400.0,400.0,270.0,270.0,270.0,25.0,25.0,25.0,mm
_binding_1,manuscript_11881,,,"Cambridge, Gonville and Caius College, MS 790/812","Western limp leather binding. On the spine are pasted two paper labels with the two shelfmarks 812 (in red) and 790 (in black). In the left cover has been inserted a paper leaf written by hand A, and containing parts of two texts by , John Chrysostom‎ John Chrysostom, Saint, -407 ‎, De beato Philogonio (= Contra Anomoeos, homilia 6) (TLG 2062.014) and In Psalmum 50 (homilia 2) (this is a spurious text, TLG 2062.200). 225 170 33",,,,,1600,1799,,gregorian,225.0,225.0,225.0,170.0,170.0,170.0,33.0,33.0,33.0,mm
_binding_1,manuscript_11882,,,"Cambridge, King's College, MS 10","Western modern binding, full parchment cover over couched-laminate boards. Black tooling on spine with title in the upper part, Epiphanii Sermones Graece, and in the lower Ms. Saec. XV. On the lower part of the spine is pasted a label with shelfmark 10. 280 210 37","There is a hole through the left board near the foredge. The manuscript was rebound, as stated in a note written in pencil on the right pastedown, Rebound V.A. Brown Hildeborough April 1.948",,,,1800,1950,,gregorian,280.0,280.0,280.0,210.0,210.0,210.0,37.0,37.0,37.0,mm
_binding_1,manuscript_11883,,,"Cambridge, King's College, MS 20","Full leather binding over couched-laminate boards. Dark blind tooling. Some areas have been painted over. On both covers, gold-tooled frame with palmette on the corners, in the centre gold-tooled star of David and small flowers in a gold-tooled circle. There are remnants of four textile ties close to the fore-edge through each board. Small gold-tooled flowers on spine; in the lower part paper label with shelfmark. Gauffered gilded edges. ; 274 208 49","There is a hole through the left board towards the fore-edge, just above the centre.",,,,1500,1599,,gregorian,274.0,274.0,274.0,208.0,208.0,208.0,49.0,49.0,49.0,mm
_binding_1,manuscript_11884,,,"Cambridge, King's College, MS 23","Modern western binding. Full red velvet cover on green background over wooden boards. Painted gauffered edges in blue and red. In the lower part of the spine, paper label with shelfmark. ; 282 212 48","There is a hole through the left board towards the foredge, just above the centre. The textile on spine is worn out.",,,,1600,1700,,gregorian,282.0,282.0,282.0,212.0,212.0,212.0,48.0,48.0,48.0,mm
_binding_1,manuscript_11885,,,"Cambridge, King's College, MS 45","19th-century binding with green velvet covering over millboards, with plain parchment pastedowns.; 247 197 67",,,,,1800,1899,,gregorian,247.0,247.0,247.0,197.0,197.0,197.0,67.0,67.0,67.0,mm
_binding_1,manuscript_11888,,,"Cambridge, Pembroke College, MS 288","Bound in a 17th-century limp vellum binding. Four green ribbons have been inserted through holes in the cover for fastening, of which one is intact while only the attachments of the other three inside the cover remain. The classmark and the author's name Barlaam are written in ink on the spine.; 200 146 10",,,,,1600,1700,,gregorian,200.0,200.0,200.0,146.0,146.0,146.0,10.0,10.0,10.0,mm
_binding_1,manuscript_11889,,,"Cambridge, Pembroke College, MS 291","Rebound by Stoakley (formerly Hawes), according to a stamp on f. [a] verso. 20th-century half-leather binding with marbled paper covering over millboards, with plain pastedowns and a brown leather spine and corners. The classmark and the title Barlaam & Josaphat are tooled in gold on the spine.; 319 215 36",,,,,1900,1999,,gregorian,319.0,319.0,319.0,215.0,215.0,215.0,36.0,36.0,36.0,mm
_binding_1,manuscript_11890,,,"Cambridge, Pembroke College, MS 292","Bound in a 17th-century limp vellum binding. Four leather straps have been inserted through holes in the cover for fastening, of which three survive in part while only a stump of the other remains. The classmark and the title Niceta are written in ink on the spine. The present classmark and the former classmarks 6.2.1 and 4.11.12 are written Choniata Panoplia volum. 1inside the left cover.; 411 278 45",Both inner joints are partially split. The left cover is detached from the text block.,,,,1600,1663,,gregorian,411.0,411.0,411.0,278.0,278.0,278.0,45.0,45.0,45.0,mm
_binding_1,manuscript_11891,,,"Cambridge, Pembroke College, MS 293","Bound in a 17th-century limp vellum binding. Four leather straps have been inserted through holes in the cover for fastening, of which one survives in part while only stumps of the other three remain. The classmark and the title Niceta Panoplia, vol. 2 are written in ink on the spine. The present classmark and the former classmarks 622 and 4.11.13 are written inside the left cover.; 410 282 45",Both inner joints are partially split.,,,,1600,1663,,gregorian,410.0,410.0,410.0,282.0,282.0,282.0,45.0,45.0,45.0,mm
_binding_1,manuscript_11892,,,"Cambridge, Pembroke College, MS 294","Bound in a 17th-century limp vellum binding, with a plain paper pastedown inside the right cover. Four leather straps have been inserted through holes in the cover for fastening, of which part of one survives in part while only stumps of the other three remain. The classmark and the title Niceta Panoplia, volumen 2 are written in ink on the spine. On the outside of the left cover is a note regarding the purchase of this manuscript and its companion volumes, along with a number of other books: Memorandum. Mr Thomas Baylie delivered to Mr Cornelius Bee 4 volumes M.S. of Nicetas in Greeke. Whereof Mr Baily had two returned him again, with these books, underwritten. March. 11. 1647. Scappula Lexicon. folio. Basil. Epiphanii Opera. Graece folio. Idem Latine. folio. plus. Memorandum. Mr Thomas Baily had of Mr Bee £5 five pounds the 8th December. 1646. ; 410 278 42",Both inner joints are fully split. The left endleaf is loose. There is a hole in the left cover.,,,,1600,1663,,gregorian,410.0,410.0,410.0,278.0,278.0,278.0,42.0,42.0,42.0,mm
_binding_1,manuscript_11893,,,"Cambridge, Pembroke College, MS 295","Bound in a 17th-century limp vellum binding, with a plain paper pastedown inside the right cover. Four leather straps have been inserted through holes in the cover for fastening, of which one survives in part while only stumps of two others remain and the fourth has been lost.; 415 283 42","Both inner joints are partially split. There is broken and loose sewing at the left endleaves and the first, second, third, fourth and last sections. All gatherings are detached. Much of the spine covering is missing.",,,,1600,1663,,gregorian,415.0,415.0,415.0,283.0,283.0,283.0,42.0,42.0,42.0,mm
_binding_1,manuscript_11894,,,"Cambridge, Pembroke College, MS 310","The manuscript has lost its boards and most of its sewing, of which only small fragments remain, and for which there were four sewing-stations. Both endbands survive in part, sewn with bright red thread around a round core and through a blue textile. Traces of paint indicate that the edges were once painted red. The text block is wrapped in a loose leather cover with turn-ins, decorated on both faces with a simple border and diagonal lines using fillets. There are ridges on the spine for three stations of a supported sewing as well as for the endbands, the position of which does not correspond to that of the sewing-stations or endbands of the text block. There is no indication of grooves at the edges of the boards to which the cover was attached.; 355 260 57","The endbands are fragile. Parts of the leather cover have been lost and there are tears to what remains, which contains numerous small holes due to pest damage. The left outer joint is partially split.",,,,1100,1924,,gregorian,355.0,355.0,355.0,260.0,260.0,260.0,57.0,57.0,57.0,mm
_binding_1,manuscript_11895,,,"Cambridge, Queens' College, MS 32","Early modern western binding. Leather over wooden boards; blind tooling on each cover, consisting of four friezes with animal and vegetal motifs forming a central rectangle, in which there are lozenges with palmettes. On the top- and tail-edge is written Ptolemaei Mathematica graece. On the fore-edge, upper part, M.S. Ptolemaei Almagest.. On both boards there are catch plates; the straps are lost. Paper label on the spine with shelfmark. ; 298 215 58",,,,,1500,1599,,gregorian,298.0,298.0,298.0,215.0,215.0,215.0,58.0,58.0,58.0,mm
_binding_1,manuscript_11896,,,"Cambridge, Queens' College, MS 33",Limp vellum binding with tackets and no boards or pastedowns. ; 345 253 55,,,,,1600,1650,,gregorian,345.0,345.0,345.0,253.0,253.0,253.0,55.0,55.0,55.0,mm
_binding_1,manuscript_11897,,,"Cambridge, Sidney Sussex College, MS 61","17th-century full leather binding, with plain pastedowns. There is decorative blind tooling on both boards and the spine. A leather label added to the spine bears decorative gold tooling and the description Liber chartaceus MS, tooled in gold; the classmark appears on labels.; 111 86 33",,,,,1600,1699,,gregorian,111.0,111.0,111.0,86.0,86.0,86.0,33.0,33.0,33.0,mm
_binding_1,manuscript_11898,,,"Cambridge, St John's College, MS F.15","Binding alla greca with full brown tanned skin covering over wooden boards; the wood is partially exposed on board corners. The same decorative pattern, a series of concentric rectangles, is embossed on the front and back cover: a rectangular frame enclosing a floral motifs and vases surmounted by three human heads, a smaller rectangle containing a lozenge pattern, a second smaller rectangle with the same motifs as the bigger one, and a plain rectangle with four hedera leaves. The spine is engraved with flowers in a lozenge pattern.; The head-, tail- and fore-edge of the boards are grooved. There are two sets of three holes on the front board, along with two corresponding holes on the fore-edge of the backboard for a fastening. A fragment of a strap with the classmark (""15"") is preserved on the fore-edge of front board. Both pastedown are made of leaves of the first and the last quires, sewn through a little parchment stub to the board.; 294 207 46",,,,,1450,1550,,gregorian,294.0,294.0,294.0,207.0,207.0,207.0,46.0,46.0,46.0,mm
_binding_1,manuscript_11899,,,"Cambridge, St John's College, MS O.79","Medieval Greek binding. The textblock is cut to the size of the boards.; There are three sewing stations prepared as v-shaped recesses. Continuous sewing guards made from reused parchment manuscript are present in the centre of each gathering. The sewing is an unsupported loop-stitch.; Both left and right endleaves are made from reused parchment manuscript and comprise of a full-size leaf and a stub folded inwards towards the textblock. The full-size leaves are pastedowns that have now become unstuck.; Projecting wound endbands are present at the head and tail. They are sewn in a natural-coloured thread and extend approximately a quarter of the way onto the boards. Where the endbands extend onto each board they are tied down to three holes drilled through the thickness of the board.; Evidence of an overall spine lining can be seen at the inner joints; how far the lining extends onto the boards cannot be determined.; The board attachment is bridling. There are three attachment stations each consisting of a pair of drilled holes perpendicular to the spine, with a recess cut between each hole. The sewing thread is wound between each pair of holes (the sewing path on the outside of the board is obscured by the covering). The start/end of the sewing thread can be seen at the tail-most station on the left board and the head-most station of the right board, held under other winds of thread to secure.; The boards are made from wood. The head-, tail- and fore-edge of both boards are grooved. The thickness of the boards is greater at the fore-edge (≈12mm including covering) gradually becoming lesser towards the spine (≈7mm including covering). The outer spine-edge is shaped to a gentle round to meet the spine of the textblock.; Full covering in dark red-brown tanned skin. The turn-ins suggest the skin was originally a red colour. The turn-ins are rough-trimmed and the corners are mitred.; Later brown tanned skin repairs are present at the head- and tail-caps. The repairs partially cover the endbands and extend onto the inner face of the boards.; On the edge of the left board, at the centre, are the remnants of a hole likely to have held an edge pin. Remnants of the corresponding tanned skin straps can be found towards the fore-edge of the right board, cut flush with the outer face of the board but left long on the inner face. Four pieces of leather remain, evenly passing through a pair of holes. It is likely that the straps would have been braided and held a metal open pin-clasp.; At the top of the right board, in the centre, is a title frame secured with six brass coloured metal pins. The label is ink on paper, the translucent horn has suffered some loss and the original metal frame has been lost. The label reads γραμματικὴ Grammatica graeca.; There are three modern paper labels on the spine. The top and centre are printed and the one at the tail is handwritten, all are in black ink.; The cover is decorated with blind tooling over the left and right boards. Both boards follow the same tooling pattern, which consists of a number of concentric frames created with two-line fillets. The central frame contains five round, double-headed eagle, intaglio tools aligned from head to tail. This frame is intersected with six small star tools at each long edge. The second frame is filled with lozenge-shaped, floral, intaglio tools rotated so the base faces the centre frame. The second frame intersects the third frame, which contains small star tools, six along the long side and three the short side. Additionally, four small star tools are used in each corner at the points which the second and third frame intersect. The fourth frame is filled with a small round tool containing a tree. The fourth frame intersects the boarder frame. The boarder frame contains small star tools, eight along the long side and five the short side. Additionally, four small star tools are used in each corner at the points which the fourth and boarder frame intersect.; What appears to be the beginning of the author's name (Man) had been written inside the left board in pencil before being overlaid by the college bookplate. The number 641 has been written in pencil inside the right board.; 227 154 51",,,,,1400,1499,,gregorian,227.0,227.0,227.0,154.0,154.0,154.0,51.0,51.0,51.0,mm
_binding_1,manuscript_11901,,,"Cambridge, St John's College, MS A.6",Early modern western binding. Full leather cover on wooden boards. Blind tooling on both covers of frames of double fillet. Labels on spine with shelfmark 6 A. The edges are coloured in blue. 343 237 70,,,,,1700,1950,,gregorian,343.0,343.0,343.0,237.0,237.0,237.0,70.0,70.0,70.0,mm
_binding_1,manuscript_11907,,,"Cambridge, Trinity College, MS B.3.18","Western full leather cover over pasteboards. Blind-tooled four-fillets frame motif on both boards. On the spine are pasted three paper labels with the shelfmark. The edges are coloured in red, on the fore-edge is written the number 18. 325 230 45",Rebacked. There are scratches on the right cover.,,,,1600,1900,,,325.0,325.0,325.0,230.0,230.0,230.0,45.0,45.0,45.0,mm
_binding_1,manuscript_11908,,,"Cambridge, Trinity College, MS B.4.10","Western early modern binding, full parchment cover over pasteboards. Blind tooling on both covers: a rectangular frame filled with a vegetal motif of palmettes. On the left cover there is a vegetal ornament in the centre of the frame. The edges are painted in red. On the spine are glued three paper labels with the shelfmark. 370 250 75","The cover is damaged and worn out around the edges, and there are scraps and some stains.",,,,1500,1599,,gregorian,370.0,370.0,370.0,250.0,250.0,250.0,75.0,75.0,75.0,mm
_binding_1,manuscript_11910,,,"Cambridge, Trinity College, MS B.7.1","Modern binding made in Cambridge University Library in 2021. Full red leather cover, wooden boards. Greek-style projecting endbands; grooves are cut into the edges of the boards; on the fore-edge of the left board two metal pins; on the right board are laced two triple interlaced straps attached to ring clasps. 240-250 160 ca. 110 ; The boards and spine of the previous binding, as well as four later paper endleaves which came with it, are preserved in the box with the manuscript. It was a western modern full leather binding, with couched-laminate boards. On the spine are glued three paper labels with the shelfmark and there is a golden tooled title, Chrysostomus Eusebius M.S. 250 160",,,,2021,2021,2021,,gregorian,240-250 250,250 250,240 250,160 160,160 160,160 160,110.0,110.0,110.0,mm
_binding_1,manuscript_11911,,,"Cambridge, Trinity College, MS B.7.2","18th-century full leather binding over millboards, with plain pastedowns. Leather page-marker tabs arranged so as to form a V-shape on the fore-edge indicate the beginning of texts. A note of content has been written on the tail-edge, but is now illegible. There is decorative gold tooling on the rebacked spine, with the title Symeonis Thessalonicensis Contra Haereses M.S. tooled in gold on a red label, and the classmark on patches.; 255 190 126",The binding has been rebacked.,,,,1700,1799,,gregorian,255.0,255.0,255.0,190.0,190.0,190.0,126.0,126.0,126.0,mm
_binding_1,manuscript_11912,,,"Cambridge, Trinity College, MS B.7.3","Millboards covered with brown leather, edges are tooled in blind. Spine is in light brown leather.; 235 175 70",,,,,1600,1700,,gregorian,235.0,235.0,235.0,175.0,175.0,175.0,70.0,70.0,70.0,mm
_binding_1,manuscript_11913,,,"Cambridge, Trinity College, MS B.7.4","MSS B.7.4, B.14.13, B.15.39, B.15.40 have been bound together. Full leather cover over pasteboards. On the spine there is gold tooling with a title, Controvers. S. Isidorus etc., and three leather labels with the shelfmark, B, 7, 4. 215 155 43",,,,,1700,1950,,gregorian,215.0,215.0,215.0,155.0,155.0,155.0,43.0,43.0,43.0,mm
_binding_1,manuscript_11914,,,"Cambridge, Trinity College, MS B.7.7","The manuscript was rebound Nov. 2020-Jan. 2021; the former binding from the 18th century is preserved in a box along with some remains of the headband and parchment strips.; The 18th-century binding is made of boards covered with full tanned calfskin tightback, edges are tooled in gold. The spine is in light brown skin, the title is tooled in gold on a label in brown leather. A parchment guard was present before the first leaf and after the last leaf. Remains of the headband and parchment strips are enclosed in melinex.; The 21st-century binding has not been imaged. It is made of a brown flax-covered paper, covered with limp vellum. Endleaves are constructed of two bifolia of handmade paper (not imaged).; 210 145 32",,,,,2020,2021,,gregorian,210.0,210.0,210.0,145.0,145.0,145.0,32.0,32.0,32.0,mm
_binding_1,manuscript_11915,,,"Cambridge, Trinity College, MS B.8.1","18th-century full leather binding over couched-laminate boards, with plain pastedowns. There is decorative blind tooling in a lozenge pattern on the edges of the boards, and further decorative blind tooling on the spine. The title Vitae Sanctorum M.S. is tooled in gold on a red label on the spine, and the classmark appears on patches.; 326 270 82",The left board is almost completely detached. The tailband in split in two places and the headband is partially missing.,,,,1700,1799,,gregorian,326.0,326.0,326.0,270.0,270.0,270.0,82.0,82.0,82.0,mm
_binding_1,manuscript_11916,,,"Cambridge, Trinity College, MS B.8.2","Wooden boards covered with brown leather, blind-tooled edges. The spine is in light brown skin, with bands tooled in gold and a brown leather label with title: Chrysostomi Homilae in Genesim.; 330 270 98",,,,,1700,1750,,gregorian,330.0,330.0,330.0,270.0,270.0,270.0,98.0,98.0,98.0,mm
_binding_1,manuscript_11917,,,"Cambridge, Trinity College, MS B.8.3","18th-century full leather binding over couched-laminate boards, with plain pastedowns. There is decorative blind tooling on the edges of the boards and gold tooling on the spine. The title Vitae Sanctorum MS is tooled in gold on a red label on the spine, and the classmark appears on patches.; 322 260 85",Both outer joints are partially split. Both endcaps are damaged and the tailband is partially detached.,,,,1700,1799,,gregorian,322.0,322.0,322.0,260.0,260.0,260.0,85.0,85.0,85.0,mm
_binding_1,manuscript_11918,,,"Cambridge, Trinity College, MS B.8.4","Couched-laminate boards covered with brown leather; edges are tooled in blind. Spine is repaired with light brown leather tooled in blind, with a red leather label from previous spine with title: Chrysostomi Homilae in Matthaeum.; 310 255 120",,,,,1700,1800,,gregorian,310.0,310.0,310.0,255.0,255.0,255.0,120.0,120.0,120.0,mm
_binding_1,manuscript_11919,,,"Cambridge, Trinity College, MS B.8.5","Full leather binding by Cockerell Bindery, December 1983, with plain pastedowns. The clasmark is tooled on the spine. Details of the previous binding and the rebinding work appear in a typewritten binder's note pasted onto the right pastedown.; 320 250 90",,,,1983-12-01,1983-12-01,1983-12-01,,gregorian,320.0,320.0,320.0,250.0,250.0,250.0,90.0,90.0,90.0,mm
_binding_1,manuscript_11920,,,"Cambridge, Trinity College, MS B.8.6","18th-century full leather binding over millboards, with plain pastedowns. There is decorative blind tooling on the edges of the boards, gold tooling on the spine and the title Kalendar. Grecum M.S. tooled in gold on a red label.; 300 125 60",,,,,1700,1799,,gregorian,300.0,300.0,300.0,125.0,125.0,125.0,60.0,60.0,60.0,mm
_binding_1,manuscript_11921,,,"Cambridge, Trinity College, MS B.8.7","18th-century full leather binding over couched-laminate boards, with plain pastedowns. There is decorative gold tooling on the spine, and the title Auctores varii in Scripturas MSS tooled in gold on a red label.; 307 230 138",,,,,1700,1799,,gregorian,307.0,307.0,307.0,230.0,230.0,230.0,138.0,138.0,138.0,mm
