metadata: hand UID,metadata: file URL,metadata: collection,metadata: msID,metadata: shelfmark,metadata: part,metadata: part ID,metadata: part type,overview: hands,overview: total hands,person: scribe ref,person: hand n,person: hand ID,person: person(s),person: person ID(s),locus: scope,locus: loci,locus: locus,locus: from,locus: to,date: date,date: when,date: notAfter,date: notBefore,date: calendar,palaeography: script,palaeography: execution,palaeography: medium,palaeography: terms,palaeography: desc,palaeography: char,palaeography: characters,palaeography: ligature,palaeography: abbreviations,palaeography: corrections,palaeography: punctuation,palaeography: nota,palaeography: language
MS_Gr_class_c_429_P_hand_1,manuscript_9637,Gr_class,MS_Gr_class_c_429_P,MS. Gr. class. c. 429 (P),,MS_Gr_class_c_429_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_430_P_hand_1,manuscript_9638,Gr_class,MS_Gr_class_c_430_P,MS. Gr. class. c. 430 (P),,MS_Gr_class_c_430_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_431_P_hand_1,manuscript_9639,Gr_class,MS_Gr_class_c_431_P,MS. Gr. class. c. 431 (P),,MS_Gr_class_c_431_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_432_P_hand_1,manuscript_9640,Gr_class,MS_Gr_class_c_432_P,MS. Gr. class. c. 432 (P),,MS_Gr_class_c_432_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_433_P_hand_1,manuscript_9641,Gr_class,MS_Gr_class_c_433_P,MS. Gr. class. c. 433 (P),,MS_Gr_class_c_433_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_434_P_hand_1,manuscript_9642,Gr_class,MS_Gr_class_c_434_P,MS. Gr. class. c. 434 (P),,MS_Gr_class_c_434_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_435_P_hand_1,manuscript_9643,Gr_class,MS_Gr_class_c_435_P,MS. Gr. class. c. 435 (P),,MS_Gr_class_c_435_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_436_P_hand_1,manuscript_9644,Gr_class,MS_Gr_class_c_436_P,MS. Gr. class. c. 436 (P),,MS_Gr_class_c_436_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_437_P_hand_1,manuscript_9645,Gr_class,MS_Gr_class_c_437_P,MS. Gr. class. c. 437 (P),,MS_Gr_class_c_437_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_438_P_hand_1,manuscript_9646,Gr_class,MS_Gr_class_c_438_P,MS. Gr. class. c. 438 (P),,MS_Gr_class_c_438_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_439_P_hand_1,manuscript_9647,Gr_class,MS_Gr_class_c_439_P,MS. Gr. class. c. 439 (P),,MS_Gr_class_c_439_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_440_P_hand_1,manuscript_9648,Gr_class,MS_Gr_class_c_440_P,MS. Gr. class. c. 440 (P),,MS_Gr_class_c_440_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_441_P_hand_1,manuscript_9649,Gr_class,MS_Gr_class_c_441_P,MS. Gr. class. c. 441 (P),,MS_Gr_class_c_441_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_443_P_c_hand_1,manuscript_9653,Gr_class,MS_Gr_class_c_443_P_c,MS. Gr. class. c. 443 (P) (c),,MS_Gr_class_c_443_P_c,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_444_P_hand_1,manuscript_9654,Gr_class,MS_Gr_class_c_444_P,MS. Gr. class. c. 444 (P),,MS_Gr_class_c_444_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_445_P_hand_1,manuscript_9655,Gr_class,MS_Gr_class_c_445_P,MS. Gr. class. c. 445 (P),,MS_Gr_class_c_445_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_446_P_hand_1,manuscript_9656,Gr_class,MS_Gr_class_c_446_P,MS. Gr. class. c. 446 (P),,MS_Gr_class_c_446_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_447_P_a_hand_1,manuscript_9657,Gr_class,MS_Gr_class_c_447_P_a,MS. Gr. class. c. 447 (P) (a),,MS_Gr_class_c_447_P_a,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_447_P_b_hand_1,manuscript_9658,Gr_class,MS_Gr_class_c_447_P_b,MS. Gr. class. c. 447 (P) (b),,MS_Gr_class_c_447_P_b,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_447_P_c_hand_1,manuscript_9659,Gr_class,MS_Gr_class_c_447_P_c,MS. Gr. class. c. 447 (P) (c),,MS_Gr_class_c_447_P_c,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_447_P_d_hand_1,manuscript_9660,Gr_class,MS_Gr_class_c_447_P_d,MS. Gr. class. c. 447 (P) (d),,MS_Gr_class_c_447_P_d,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_448_P_hand_1,manuscript_9661,Gr_class,MS_Gr_class_c_448_P,MS. Gr. class. c. 448 (P),,MS_Gr_class_c_448_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_449_P_hand_1,manuscript_9662,Gr_class,MS_Gr_class_c_449_P,MS. Gr. class. c. 449 (P),,MS_Gr_class_c_449_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_450_P_hand_1,manuscript_9663,Gr_class,MS_Gr_class_c_450_P,MS. Gr. class. c. 450 (P),,MS_Gr_class_c_450_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_451_P_hand_1,manuscript_9664,Gr_class,MS_Gr_class_c_451_P,MS. Gr. class. c. 451 (P),,MS_Gr_class_c_451_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_452_P_hand_1,manuscript_9665,Gr_class,MS_Gr_class_c_452_P,MS. Gr. class. c. 452 (P),,MS_Gr_class_c_452_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_453_P_hand_1,manuscript_9666,Gr_class,MS_Gr_class_c_453_P,MS. Gr. class. c. 453 (P),,MS_Gr_class_c_453_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_454_P_hand_1,manuscript_9667,Gr_class,MS_Gr_class_c_454_P,MS. Gr. class. c. 454 (P),,MS_Gr_class_c_454_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_455_P_hand_1,manuscript_9668,Gr_class,MS_Gr_class_c_455_P,MS. Gr. class. c. 455 (P),,MS_Gr_class_c_455_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_456_P_hand_1,manuscript_9669,Gr_class,MS_Gr_class_c_456_P,MS. Gr. class. c. 456 (P),,MS_Gr_class_c_456_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_457_P_hand_1,manuscript_9670,Gr_class,MS_Gr_class_c_457_P,MS. Gr. class. c. 457 (P),,MS_Gr_class_c_457_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_458_P_hand_1,manuscript_9671,Gr_class,MS_Gr_class_c_458_P,MS. Gr. class. c. 458 (P),,MS_Gr_class_c_458_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_459_P_hand_1,manuscript_9672,Gr_class,MS_Gr_class_c_459_P,MS. Gr. class. c. 459 (P),,MS_Gr_class_c_459_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_460_P_hand_1,manuscript_9673,Gr_class,MS_Gr_class_c_460_P,MS. Gr. class. c. 460 (P),,MS_Gr_class_c_460_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_461_P_hand_1,manuscript_9674,Gr_class,MS_Gr_class_c_461_P,MS. Gr. class. c. 461 (P),,MS_Gr_class_c_461_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_462_P_hand_1,manuscript_9675,Gr_class,MS_Gr_class_c_462_P,MS. Gr. class. c. 462 (P),,MS_Gr_class_c_462_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_463_P_hand_1,manuscript_9676,Gr_class,MS_Gr_class_c_463_P,MS. Gr. class. c. 463 (P),,MS_Gr_class_c_463_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_464_P_hand_1,manuscript_9677,Gr_class,MS_Gr_class_c_464_P,MS. Gr. class. c. 464 (P),,MS_Gr_class_c_464_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_465_P_hand_1,manuscript_9678,Gr_class,MS_Gr_class_c_465_P,MS. Gr. class. c. 465 (P),,MS_Gr_class_c_465_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_474_P_hand_1,manuscript_9688,Gr_class,MS_Gr_class_c_474_P,MS. Gr. class. c. 474 (P),,MS_Gr_class_c_474_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_475_P_hand_1,manuscript_9689,Gr_class,MS_Gr_class_c_475_P,MS. Gr. class. c. 475 (P),,MS_Gr_class_c_475_P,,"cursive, semi-cursive",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_476_P_hand_1,manuscript_9690,Gr_class,MS_Gr_class_c_476_P,MS. Gr. class. c. 476 (P),,MS_Gr_class_c_476_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_477_P_hand_1,manuscript_9691,Gr_class,MS_Gr_class_c_477_P,MS. Gr. class. c. 477 (P),,MS_Gr_class_c_477_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_478_P_hand_1,manuscript_9692,Gr_class,MS_Gr_class_c_478_P,MS. Gr. class. c. 478 (P),,MS_Gr_class_c_478_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_479_P_hand_1,manuscript_9693,Gr_class,MS_Gr_class_c_479_P,MS. Gr. class. c. 479 (P),,MS_Gr_class_c_479_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_480_P_hand_1,manuscript_9694,Gr_class,MS_Gr_class_c_480_P,MS. Gr. class. c. 480 (P),,MS_Gr_class_c_480_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_481_P_hand_1,manuscript_9695,Gr_class,MS_Gr_class_c_481_P,MS. Gr. class. c. 481 (P),,MS_Gr_class_c_481_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_482_P_hand_1,manuscript_9696,Gr_class,MS_Gr_class_c_482_P,MS. Gr. class. c. 482 (P),,MS_Gr_class_c_482_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_483_P_hand_1,manuscript_9697,Gr_class,MS_Gr_class_c_483_P,MS. Gr. class. c. 483 (P),,MS_Gr_class_c_483_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_493_P_a_hand_1,manuscript_9707,Gr_class,MS_Gr_class_c_493_P_a,MS. Gr. class. c. 493 (P) (a),,MS_Gr_class_c_493_P_a,,uncial,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_493_P_b_hand_1,manuscript_9708,Gr_class,MS_Gr_class_c_493_P_b,MS. Gr. class. c. 493 (P) (b),,MS_Gr_class_c_493_P_b,,"uncial, cursive",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_494_P_hand_1,manuscript_9709,Gr_class,MS_Gr_class_c_494_P,MS. Gr. class. c. 494 (P),,MS_Gr_class_c_494_P,,"bookhand, cursive",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_498_P_hand_1,manuscript_9721,Gr_class,MS_Gr_class_c_498_P,MS. Gr. class. c. 498 (P),,MS_Gr_class_c_498_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_504_P_hand_1,manuscript_9727,Gr_class,MS_Gr_class_c_504_P,MS. Gr. class. c. 504 (P),,MS_Gr_class_c_504_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_506_P_hand_1,manuscript_9730,Gr_class,MS_Gr_class_c_506_P,MS. Gr. class. c. 506 (P),,MS_Gr_class_c_506_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_512_P_b_hand_1,manuscript_9740,Gr_class,MS_Gr_class_c_512_P_b,MS. Gr. class. c. 512 (P) (b),,MS_Gr_class_c_512_P_b,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_513_P_b_hand_1,manuscript_9742,Gr_class,MS_Gr_class_c_513_P_b,MS. Gr. class. c. 513 (P) (b),,MS_Gr_class_c_513_P_b,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_522_P_hand_1,manuscript_9752,Gr_class,MS_Gr_class_c_522_P,MS. Gr. class. c. 522 (P),,MS_Gr_class_c_522_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_525_P_hand_1,manuscript_9755,Gr_class,MS_Gr_class_c_525_P,MS. Gr. class. c. 525 (P),,MS_Gr_class_c_525_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_532_P_hand_1,manuscript_9764,Gr_class,MS_Gr_class_c_532_P,MS. Gr. class. c. 532 (P),,MS_Gr_class_c_532_P,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_533_P_b_hand_1,manuscript_9766,Gr_class,MS_Gr_class_c_533_P_b,MS. Gr. class. c. 533 (P) (b),,MS_Gr_class_c_533_P_b,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_533_P_c_hand_1,manuscript_9767,Gr_class,MS_Gr_class_c_533_P_c,MS. Gr. class. c. 533 (P) (c),,MS_Gr_class_c_533_P_c,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_535_P_1–2_hand_1,manuscript_9770,Gr_class,MS_Gr_class_c_535_P_1–2,MS. Gr. class. c. 535 (P) /1-2,,MS_Gr_class_c_535_P_1-2,,cursive,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_c_537_P_a_hand_1,manuscript_9772,Gr_class,MS_Gr_class_c_537_P_a,MS. Gr. class. c. 537 (P) (a),,MS_Gr_class_c_537_P_a,,"cursive, semi-cursive",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_d_35_P_a_b_hand_1,manuscript_5517,Gr class,MS_Gr_class_d_35_P_a_b,MS. Gr. class. d. 35 (P),MS. Gr. class. d. 35 (P)/(a),MS_Gr_class_d_35_P-part1,,Medium-sized clear semi-cursive.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_d_35_P_a_b_hand_2,manuscript_5517,Gr class,MS_Gr_class_d_35_P_a_b,MS. Gr. class. d. 35 (P),MS. Gr. class. d. 35 (P)/(b),MS_Gr_class_d_35_P-part2,,"Good sized, fairly clear semi-cursive.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_d_40_P_hand_1,manuscript_5523,Gr class,MS_Gr_class_d_40_P,MS. Gr. class. d. 40 (P),MS. Gr. class. d. 40 (P) recto,MS_Gr_class_d_40_P-part1,,"Proficient, slightly right-leaning cursive of the 6th/7th century.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_d_40_P_hand_2,manuscript_5523,Gr class,MS_Gr_class_d_40_P,MS. Gr. class. d. 40 (P),MS. Gr. class. d. 40 (P) verso,MS_Gr_class_d_40_P-part2,,"Proficient cursive hand, the same as on recto, for the address. Cursive Byzantine hand, distinct from the one on the recto for the account.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_e_18_hand_1,manuscript_5626,Gr class,MS_Gr_class_e_18,MS. Gr. class. e. 18,MS. Gr. class. e. 18 – Part 2,MS_Gr_class_e_18-part2,,"Marginalia attributed to Nicolò Petreo, 1486-1568, who may also have written fols. 1-7v and 60ff (RGK I, no. 314 ter).",,,,,"Nicolò Petreo, 1486-1568",person_77133036,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_class_g_12_P_hand_1,manuscript_5813,Gr class,MS_Gr_class_g_12_P,MS. Gr. class. g. 12 (P),,MS_Gr_class_g_12_P,,Professional cursive of the 3rd century.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_th_e_5_P_hand_1,manuscript_5931,Gr th,MS_Gr_th_e_5_P,MS. Gr. th. e. 5 (P),,MS_Gr_th_e_5_P,,Good-sized regular semi-uncial.,,,,,,,,0,,,,,,,,,uncial,,,,,,,,,,,,
MS_Gr_th_e_9_P_hand_1,manuscript_5934,Gr th,MS_Gr_th_e_9_P,MS. Gr. th. e. 9 (P),,MS_Gr_th_e_9_P,,Reasonably neat sloping uncial of the 5th/6th century.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_th_e_10_P_hand_1,manuscript_5925,Gr th,MS_Gr_th_e_10_P,MS. Gr. th. e. 10 (P),MS. Gr. th. e. 10 (P) – Part 1,MS_Gr_th_e_10_P-part1,,Uncial,,,,,,,,0,,,,,,,,,uncial,,,,,,,,,,,,
MS_Gr_th_e_10_P_hand_2,manuscript_5925,Gr th,MS_Gr_th_e_10_P,MS. Gr. th. e. 10 (P),MS. Gr. th. e. 10 (P) – Part 2,MS_Gr_th_e_10_P-part2,,recto: Medium sloping uncial,,,,,,,,0,,,,,,,,,uncial,,,,,,,,,,,,
MS_Gr_th_e_10_P_hand_3,manuscript_5925,Gr th,MS_Gr_th_e_10_P,MS. Gr. th. e. 10 (P),MS. Gr. th. e. 10 (P) – Part 2,MS_Gr_th_e_10_P-part2,,verso: Upright cursive,,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Gr_th_e_10_P_hand_4,manuscript_5925,Gr th,MS_Gr_th_e_10_P,MS. Gr. th. e. 10 (P),MS. Gr. th. e. 10 (P) – Part 3,MS_Gr_th_e_10_P-part3,,Uncial,,,,,,,,0,,,,,,,,,uncial,,,,,,,,,,,,
MS_Gr_th_f_9_P_hand_1,manuscript_5948,Gr th,MS_Gr_th_f_9_P,MS. Gr. th. f. 9 (P),,MS_Gr_th_f_9_P,,Uncial.,,,,,,,,0,,,,,,,,,uncial,,,,,,,,,,,,
MS_Gr_th_f_14_P_hand_1,manuscript_5939,Gr th,MS_Gr_th_f_14_P,MS. Gr. th. f. 14 (P),MS. Gr. th. f. 14 (P) – Part 1,MS_Gr_th_f_14_P-part1,,Uncial,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_th_f_14_P_hand_2,manuscript_5939,Gr th,MS_Gr_th_f_14_P,MS. Gr. th. f. 14 (P),MS. Gr. th. f. 14 (P) – Part 2,MS_Gr_th_f_14_P-part2,,Uncial,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_th_f_16_P_hand_1,manuscript_5941,Gr th,MS_Gr_th_f_16_P,MS. Gr. th. f. 16 (P),,MS_Gr_th_f_16_P,,Uncial hand of the 4th/5th century.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Gr_th_g_5_P_hand_1,manuscript_5954,Gr th,MS_Gr_th_g_5_P,MS. Gr. th. g. 5 (P),,MS_Gr_th_g_5_P,,Biblical uncial of the 4th/5th century.,,,,,,,,0,,,,,,,,,uncial,,,,,,,,,,,,
MS_Hamilton_1_hand_1,manuscript_5969,Hamilton,MS_Hamilton_1,MS. Hamilton 1,MS. Hamilton 1 – Part A (fols. 1–109),MS_Hamilton_1-part1,,"Cursiva by one scribe (George 'Piscator', see colophon)",1,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Hamilton_1_hand_2,manuscript_5969,Hamilton,MS_Hamilton_1,MS. Hamilton 1,MS. Hamilton 1 – Part B (fols. 110–193),MS_Hamilton_1-part2,,Three main hands:,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_1_hand_3,manuscript_5969,Hamilton,MS_Hamilton_1,MS. Hamilton 1,MS. Hamilton 1 – Part B (fols. 110–193),MS_Hamilton_1-part2,,"Arts. 1–2, cursiva",,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Hamilton_1_hand_4,manuscript_5969,Hamilton,MS_Hamilton_1,MS. Hamilton 1,MS. Hamilton 1 – Part B (fols. 110–193),MS_Hamilton_1-part2,,"Art. 4, cursiva/hybrida",,,,,,,,0,,,,,,,,,hybrida,,,,,,,,,,,,
MS_Hamilton_1_hand_5,manuscript_5969,Hamilton,MS_Hamilton_1,MS. Hamilton 1,MS. Hamilton 1 – Part B (fols. 110–193),MS_Hamilton_1-part2,,"Arts. 5–6, cursiva",,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Hamilton_1_hand_6,manuscript_5969,Hamilton,MS_Hamilton_1,MS. Hamilton 1,MS. Hamilton 1 – Part C (fols. 194–197),MS_Hamilton_1-part3,,Cursive by one hand.,1,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Hamilton_2_hand_1,manuscript_5980,Hamilton,MS_Hamilton_2,MS. Hamilton 2,,MS_Hamilton_2,,"Written by Johannes Ostralus of Kottbus colophon, fol. 57v, covering fols. 1–57v. The rest of the manuscript is in the same hand.",,,,,Johannes Ostralus of Kottbus,person_2891,,0,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_2_hand_2,manuscript_5980,Hamilton,MS_Hamilton_2,MS. Hamilton 2,,MS_Hamilton_2,,Gothic cursive (cursiva),,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_4_hand_1,manuscript_6002,Hamilton,MS_Hamilton_4,MS. Hamilton 4,,MS_Hamilton_4,,Gothic cursive.,,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Hamilton_5_hand_1,manuscript_6013,Hamilton,MS_Hamilton_5,MS. Hamilton 5,,MS_Hamilton_5,,Cursive with hybrida forms.,3,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Hamilton_5_hand_2,manuscript_6013,Hamilton,MS_Hamilton_5,MS. Hamilton 5,,MS_Hamilton_5,,Three hands (?): (A) fols. 1ra-95vb (and 138ra?); (B) fols. 96ra-233vb (except 138ra); (C) fols. 234ra-358va.,3,,,,,,,0,,,,,,,,,hybrida,,,,,,,,,,,,
MS_Hamilton_6_hand_1,manuscript_6023,Hamilton,MS_Hamilton_6,MS. Hamilton 6,,MS_Hamilton_6,,Gothic cursive (cursiva),,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_6_hand_2,manuscript_6023,Hamilton,MS_Hamilton_6,MS. Hamilton 6,,,,Late protogothic / early textualis.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_6_hand_3,manuscript_6023,Hamilton,MS_Hamilton_6,MS. Hamilton 6,,,fragment,Textualis with some cursive forms,,,,,,,,0,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Hamilton_7_hand_1,manuscript_6024,Hamilton,MS_Hamilton_7,MS. Hamilton 7,,MS_Hamilton_7,,"Several scribes: (1) fols. i recto - lxii verso (quires 1–6); (2) fols. lxxiii recto - xcvj verso (quires 7 and 8); (3) fols. xcvii recto (col. a line 20) - ccxxvi verso (quires 9–18, part of 19); (4) fols. ccxxvii recto - ccxxiii verso (end of quire 19); (5) fols. ccxxviiii recto - ccxlviii verso (quires 20–21). The scribe of fol. xcvii recto a lines 1–20 is probably scribe 4.",5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_8_hand_1,manuscript_6025,Hamilton,MS_Hamilton_8,MS. Hamilton 8,,MS_Hamilton_8,,"Mostly the work of two scribes, (a) fols. 1ra-108vb (b) fols. 109ra-161v, Johannes Czesaris; a third scribe seems to appear briefly on fols. 153vb-154ra.",,,,,Johannes Czesaris,person_3341,,0,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_8_hand_2,manuscript_6025,Hamilton,MS_Hamilton_8,MS. Hamilton 8,,MS_Hamilton_8,,"Scribe a, cursiva",,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Hamilton_8_hand_3,manuscript_6025,Hamilton,MS_Hamilton_8,MS. Hamilton 8,,MS_Hamilton_8,,"Scribe b, hybrida (loopless cursive)",,,,,,,,0,,,,,,,,,hybrida,,,,,,,,,,,,
MS_Hamilton_10_hand_1,manuscript_5970,Hamilton,MS_Hamilton_10,MS. Hamilton 10,MS. Hamilton 10 – Part A (fols. 1–112),MS_Hamilton_10-part1,,Hybrida (loopless bastarda) by one hand.,,,,,,,,0,,,,,,,,,hybrida,,,,,,,,,,,,
MS_Hamilton_10_hand_2,manuscript_5970,Hamilton,MS_Hamilton_10,MS. Hamilton 10,MS. Hamilton 10 – Part B (fols. 113–237),MS_Hamilton_10-part3,,"Cursive all by one hand, that of Thomas Backmel (colophon, fol. 236v).",1,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Hamilton_10_hand_3,manuscript_5970,Hamilton,MS_Hamilton_10,MS. Hamilton 10,MS. Hamilton 10 – Part C (fols. 238–266),MS_Hamilton_10-part4,,Hybrida (loopless bastarda) by one hand.,1,,,,,,,0,,,,,,,,,hybrida,,,,,,,,,,,,
MS_Hamilton_10_hand_4,manuscript_5970,Hamilton,MS_Hamilton_10,MS. Hamilton 10,MS. Hamilton 10 – Part D (fols. 267–318),MS_Hamilton_10-part5,,"Cursive by two hands, fols. 267ra-296rb, 297ra-318va.",2,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Hamilton_10_hand_5,manuscript_5970,Hamilton,MS_Hamilton_10,MS. Hamilton 10,MS. Hamilton 10 - pastedowns,MS_Hamilton_10-pastedowns,,Textualis,,,,,,,,0,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Hamilton_11_hand_1,manuscript_5971,Hamilton,MS_Hamilton_11,MS. Hamilton 11,,MS_Hamilton_11,,Cursive by several hands.,,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Hamilton_12_hand_1,manuscript_5972,Hamilton,MS_Hamilton_12,MS. Hamilton 12,,MS_Hamilton_12,,"Cursive, two hands (1) fols. 1r-34r, 37r-63v, 65v-146r, 147v-154r, 155r-166r (2) fols. 34r-37r, 63v-65v, 146v-147v, 154v-155r.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
